Name,Value,Agility,Dribbling,Finishing,Shot power,Sprint speed,Interceptions,Marking
G. Brennan,0.12,48,59,56,58,52,52,52
A. Wixted,0.17,80,55,53,59,80,35,14
L. Coccolo,0.24,59,70,32,35,55,61,59
M. Edwards,0.02,54,29,43,39,30,62,59
O. Øby,0.15,56,57,42,55,62,48,59
J. Cisotti,0.18,72,62,56,67,72,18,16
Y. Matsushita,0.2,56,46,54,53,74,39,39
T. Bolarinwa,0.15,58,60,52,42,85,21,22
B. Thomas-Asante,0.26,72,59,48,48,74,24,22
L. Grossi,0.25,38,29,21,38,64,56,56
N. Kocik,0.16,32,8,5,18,25,7,7
W. Wood,0.22,59,53,31,32,68,57,53
Y. Emghames,0.24,76,65,51,45,69,21,26
D. Kovačić,0.15,47,28,17,31,65,52,58
P. Gallacher,0.01,56,15,12,23,28,24,13
M. Donohue,0.24,62,70,45,63,67,19,35
J. Fitzwater,0.2,46,29,28,50,51,58,58
S. Schäppi,0.16,64,56,32,67,66,54,54
E. Dabo,0.16,68,52,33,52,61,50,51
P. Krachunov,0.12,49,27,21,39,57,54,58
T. Baller,0.26,75,66,51,48,65,23,26
M. Majrashi,0.14,63,60,55,67,60,12,12
M. Acton,0.12,38,19,19,16,40,25,16
C. Maghoma,0.21,42,28,27,50,53,56,59
W. Trochim,0.13,68,61,47,55,53,29,35
J. Serafin,0.2,55,58,43,56,62,49,42
R. Ferreira,0.24,76,61,27,30,77,62,48
D. Foran,0.13,52,31,23,33,40,58,58
D. Kemp,0.26,77,63,47,44,70,27,26
J. Padilla,0.26,56,68,61,71,56,23,25
M. Villasanti,0.19,58,59,39,62,62,58,39
G. Kelly,0.16,69,57,56,67,56,52,54
A. Al Shammary,0.22,79,54,50,44,65,28,35
J. Celestine,0.2,39,23,19,41,53,53,61
M. Nani,0.25,61,48,28,47,66,63,53
S. Otayf,0.15,63,63,58,52,59,40,11
E. Håland,0.25,68,58,59,56,73,15,16
H. Ndam,0.16,49,44,26,51,78,48,52
J. Hooper,0.19,65,53,60,51,80,24,23
D. Lodesani,0.2,61,59,55,57,68,22,20
B. Biabi,0.28,59,56,59,64,64,17,15
C. Mepham,0.25,47,43,17,33,64,60,50
T. Marijnissen,0.26,70,64,64,69,73,20,27
Yoo Han Sol,0.18,70,44,32,34,73,58,56
E. Bostancı,0.2,57,68,68,71,69,19,25
A. Muskwe,0.26,69,54,58,56,69,26,25
B. Levis,0.15,79,59,42,69,69,54,54
A. Settembrini,0.16,59,56,34,54,66,52,42
A. Karazor,0.2,57,49,30,47,62,49,54
T. Doornbusch,0.2,21,14,6,26,40,15,7
E. Plummer,0.15,58,48,25,27,60,52,61
M. Døhr Thychosen,0.22,72,58,57,52,73,42,45
L. Ketterer,0.12,38,10,5,21,39,9,8
K. Jameson,0.16,44,34,22,43,53,58,52
W. Sarr,0.18,51,56,54,45,60,58,53
M. Brouwer,0.12,32,18,18,22,27,9,19
C. Weston,0.12,80,54,51,66,72,39,39
C. Coll,0.13,68,54,26,22,80,51,53
T. Lebeau,0.26,70,58,57,59,63,24,37
M. Eisa,0.19,62,63,58,57,75,11,18
G. Giannoutsos,0.18,64,63,29,42,76,56,52
A. Jawo,0.1,80,60,55,49,68,32,44
P. Posch,0.15,56,53,23,41,72,57,57
J. O'Flynn,0.08,69,59,58,57,65,30,21
R. Borges,0.0,54,45,33,44,57,58,58
E. Calderini,0.12,61,51,51,51,69,26,13
A. Akhyadov,0.18,74,51,61,60,67,42,22
R. Cornwall,0.15,49,49,23,34,49,56,58
J. O'Hanlon,0.19,53,52,54,53,67,19,27
O. Zubkov,0.21,50,55,62,65,51,18,13
D. Luydens,0.24,64,52,26,46,68,54,54
P. Amond,0.13,58,56,59,59,56,29,18
A. Rufer,0.15,71,54,48,51,75,42,46
M. Kaït,0.19,62,54,50,47,63,24,43
K. Ishikawa,0.1,35,10,5,18,20,9,6
N. Kirby,0.21,79,57,43,42,76,24,37
A. Sobczyk,0.23,70,53,61,56,60,22,13
A. Shubin,0.19,32,16,16,18,41,25,15
H. Yılmaz,0.19,51,52,39,60,68,41,46
G. Cuomo,0.2,38,25,12,52,55,58,54
D. Brock,0.14,61,55,48,52,62,48,41
J. Senior,0.18,73,55,24,30,67,52,48
M. Smolarczyk,0.14,68,62,60,63,64,11,11
Y. Maart,0.17,58,65,44,49,69,27,33
G. Shanahan,0.14,75,58,55,50,76,49,35
J. Kenny,0.2,61,47,28,44,62,50,56
V. Bezecourt,0.15,58,50,48,61,60,34,39
F. Due,0.1,30,9,8,33,46,12,9
R. Arnold,0.21,51,48,30,49,49,53,57
B. Tozer,0.09,56,40,38,68,65,51,55
S. Sharkey,0.1,48,42,19,47,44,54,56
O. Patrick,0.17,62,57,54,52,80,30,20
A. Medina,0.22,56,50,35,51,60,53,51
J. León,0.14,31,13,5,49,19,9,6
G. Banaziak,0.15,39,10,5,26,16,7,9
K. Moore,0.1,90,53,50,53,76,26,23
S. Collis,0.01,40,13,14,30,36,23,15
F. Schikowski,0.17,70,58,59,53,71,38,37
N. Ritter,0.11,68,59,38,52,73,42,53
A. Al Suhail,0.1,64,54,54,43,67,35,35
K. Devaney,0.12,61,59,58,54,62,26,29
D. Byrne,0.11,49,46,29,36,52,52,57
J. Kristoffersen,0.17,51,50,56,50,59,18,19
N. Das,0.0,79,52,23,27,73,53,61
A. Okosun,0.14,44,56,33,50,61,44,55
M. Maier,0.18,57,57,47,42,67,54,33
S. Kumagai,0.18,41,48,53,52,71,52,56
M. Nicoletti,0.19,59,53,30,35,69,51,52
C. Johansson,0.18,72,58,39,43,66,43,42
M. Al Baqawi,0.16,46,46,23,30,74,53,50
K. Akca,0.14,72,60,45,54,67,46,42
K. Fujimura,0.14,57,57,48,47,74,62,35
B. Austin,0.17,38,14,9,17,29,6,6
A. Gómez,0.13,48,36,23,37,63,48,57
L. Vera,0.15,55,52,37,60,59,46,42
T. Hashiguchi,0.12,33,34,22,34,30,45,58
C. Wakefield,0.2,92,60,42,54,73,43,41
S. Al Ghamdi,0.1,33,19,11,19,47,24,17
M. Rosenzweig,0.13,67,36,30,40,63,51,49
S. Stubbs,0.19,51,50,23,45,59,52,53
M. Krol,0.18,69,63,50,58,72,38,27
U. Bapoh,0.21,65,60,55,51,64,21,41
D. Marino,0.08,41,31,21,37,62,55,62
C. Lang,0.22,56,60,64,46,71,15,11
O. Al Khalaf,0.18,73,63,35,48,67,48,54
F. Sollacaro,0.11,37,7,6,21,46,13,8
K. Mori,0.23,73,64,51,51,74,39,22
M. Akoto,0.21,57,26,16,50,73,55,55
J. Lucumi,0.2,58,50,20,29,68,51,55
T. Koopmeiners,0.2,68,57,34,59,69,45,52
M. Oxborrow,0.14,65,61,46,59,70,52,58
M. Afaker,0.22,60,63,56,54,70,14,17
K. Knoyle,0.16,71,55,23,34,76,54,55
S. Tanabe,0.09,67,59,56,55,65,49,48
D. Pender,0.06,59,52,43,57,53,58,56
S. García,0.17,49,48,54,62,68,54,22
D. Tomić,0.19,72,62,58,56,67,22,18
D. Gorman,0.16,62,53,47,46,63,56,49
L. Lescano,0.21,60,55,61,54,62,23,24
J. Sullivan,0.1,34,52,48,57,47,57,54
V. Mustafa,0.18,64,48,63,61,67,16,16
A. Halme,0.15,41,44,12,31,52,55,53
B. Rivero,0.15,63,55,36,54,66,51,50
J. Vollert,0.16,61,53,38,52,62,52,54
J. Vall,0.12,67,57,46,61,86,48,49
S. Hraiech,0.15,64,60,33,55,63,37,19
A. Holst,0.13,66,59,51,61,67,30,24
M. Kryczka,0.1,24,10,8,24,32,9,7
F. El Bakhtaoui,0.15,74,51,66,60,77,14,16
O. Ottesen,0.12,29,13,8,18,32,7,7
J. Ibáñez,0.17,60,57,40,64,63,47,33
J. McKay,0.17,52,56,57,59,55,17,16
S. Dahlström,0.17,65,60,45,49,72,54,38
N. Mortensen,0.15,76,58,57,57,66,23,23
A. Berezin,0.11,30,14,14,25,48,17,14
P. McKay,0.16,54,48,32,33,52,53,56
T. Elšnik,0.22,56,54,55,50,60,53,45
D. Rasak,0.14,65,55,37,59,66,54,45
F. Corapi,0.09,59,55,28,49,65,56,55
S. Rodas,0.08,34,20,19,23,44,17,17
O. Sterling-James,0.14,71,62,57,62,77,23,18
J. Doyle,0.13,58,57,27,28,68,56,55
P. Mazzocchi,0.16,56,68,62,62,62,23,22
G. Ferreyra,0.16,55,45,32,60,67,53,56
M. Harzan,0.1,78,63,43,49,74,45,43
G. Maris,0.23,60,57,59,55,66,28,30
M. Juel Andersen,0.16,43,21,24,35,53,49,56
B. Sollander,0.08,40,45,49,67,75,45,50
M. Worthington,0.22,64,51,33,51,58,55,48
M. Warren,0.2,67,58,31,27,62,55,58
P. Jensen,0.1,35,10,8,20,21,12,4
K. Genaro,0.13,49,45,59,53,52,17,14
B. Baku,0.22,79,70,50,55,76,58,43
F. Pizzicanella,0.12,35,9,7,25,36,12,10
S. Custers,0.17,24,7,5,21,25,10,9
D. Cawley,0.13,56,50,53,56,61,55,55
G. Larsonneur,0.16,33,20,19,20,46,17,19
L. Hurtado,0.16,63,58,57,58,77,18,10
C. Dawson,0.13,35,21,8,23,61,17,15
R. Pyke,0.2,70,58,54,50,78,18,15
E. Boyle,0.16,67,37,22,51,89,52,43
J. Williams,0.14,62,56,50,50,81,20,26
M. Sprang,0.14,19,11,12,17,16,10,11
J. Valadez,0.21,33,26,24,45,50,53,61
J. Rodríguez,0.15,65,52,33,58,69,49,43
F. Bertoli,0.17,63,53,45,54,60,38,34
H. Föll,0.22,69,60,61,50,75,42,39
C. Day,0.01,20,7,8,12,12,13,9
W. Cuesta,0.1,38,17,16,20,49,23,14
T. Adebayo-Rowling,0.16,67,56,34,35,73,0,53
A. Hlynsson,0.21,62,60,51,52,65,25,41
N. Amamoo,0.22,81,51,59,58,76,17,14
A. Flood,0.08,47,54,57,59,56,23,18
L. Bilboe,0.18,28,11,6,18,38,10,5
C. Velásquez,0.22,75,58,41,52,74,41,32
Y. Horigome,0.13,84,66,59,52,78,20,14
H. Garba,0.14,54,43,60,62,70,22,12
J. Löwe,0.21,76,57,56,56,66,31,34
A. Bonilla,0.15,71,57,53,62,76,19,18
R. Schmid,0.23,64,57,53,56,59,26,15
N. Leemhuis,0.15,70,58,39,55,67,29,47
A. Ralston,0.19,55,57,22,37,71,53,55
L. Al Rashdi,0.12,56,44,28,47,54,57,54
M. Warren,0.1,70,56,35,57,59,56,56
R. Rosenqvist,0.15,68,57,40,52,63,38,45
E. Orona,0.22,57,53,54,53,67,49,46
G. Murray,0.11,42,13,19,22,38,19,19
M. Cheukoua,0.17,70,57,58,54,75,18,19
M. Maroši,0.1,34,13,16,23,42,21,20
J. Tamimi,0.14,64,54,34,52,75,45,53
M. Raguž,0.22,58,47,57,58,66,19,12
J. Valencia,0.21,67,57,59,48,65,15,12
F. Canlı,0.17,55,65,60,63,67,23,29
C. Durkin,0.18,42,50,33,55,54,54,53
A. Elvira,0.12,53,60,27,27,55,53,60
M. Dekovic,0.12,48,22,19,34,51,53,51
A. Ceylan,0.18,91,62,45,45,72,21,18
M. Al Shahrani,0.15,60,55,52,59,66,55,56
Manu Cedrón,0.13,60,11,21,46,55,26,22
M. Stevens,0.2,68,51,56,55,63,15,13
A. Al Joui,0.18,73,58,50,54,81,20,24
B. Sielewski,0.06,55,47,31,51,48,55,48
Y. Khormi,0.19,90,65,46,54,66,50,46
A. García,0.11,27,6,7,15,18,12,9
B. Diakité,0.17,66,61,59,45,74,23,24
A. Campion,0.12,47,53,56,56,65,23,19
T. Allemand,0.19,33,24,18,37,54,53,55
I. Madi,0.19,69,60,54,51,73,18,30
A. Al Yahya,0.11,84,49,58,52,76,12,11
M. Wolfram,0.19,65,64,47,50,62,35,28
F. Brener,0.19,57,69,63,75,65,19,30
M. Ridenton,0.14,72,55,50,56,67,54,52
J. Thorsen,0.12,61,55,37,43,57,55,60
O. Krusnell,0.15,57,56,36,36,68,49,58
Wanderson,0.13,68,62,32,43,64,50,52
R. McCourt,0.2,54,63,34,32,54,56,62
A. Bass,0.14,60,15,16,23,50,27,22
B. Martínez,0.17,59,57,70,71,52,24,26
K. Scherbakov,0.14,60,61,35,29,49,54,48
A. Santopadre,0.17,35,8,8,21,23,11,8
E. Ebosse,0.19,47,37,28,45,68,56,55
A. Wolniewicz,0.11,58,57,25,27,59,52,57
R. Donelon,0.16,72,53,17,43,78,48,50
A. Helmersen,0.22,61,54,58,65,46,22,18
H. Limb,0.21,61,51,59,53,72,14,17
O. Kiomourtzoglou,0.2,64,44,34,47,64,54,51
T. Figueroa,0.11,36,10,11,16,19,20,12
R. Suzuki,0.1,45,13,15,16,28,13,12
B. Olszewski,0.13,75,53,31,38,69,53,49
A. Al Shammari,0.12,62,47,23,28,64,58,54
A. Hunter,0.23,60,62,64,54,65,16,15
H. Flowers,0.14,38,36,24,34,60,55,56
N. Maná,0.14,57,44,60,63,64,21,14
D. Ledecký,0.14,50,53,59,50,60,22,20
D. Hawkshaw,0.16,70,55,26,30,64,60,55
K. Petratos,0.22,62,58,51,49,76,36,32
T. Williams,0.0,35,12,13,12,50,9,10
L. Ovalle,0.08,60,49,36,53,68,57,56
F. Dornebusch,0.12,34,17,18,20,42,25,14
F. Buntić,0.19,24,6,8,23,27,10,6
F. Serraiocco,0.1,35,21,18,25,41,19,15
F. Hayakawa,0.12,58,50,20,21,71,55,58
H. Balic,0.14,53,62,56,54,63,25,28
B. Bye,0.12,54,58,62,54,50,17,13
Y. Ito,0.13,70,68,63,54,72,50,34
K. Ahearne-Grant,0.22,69,52,54,53,85,25,20
N. Freeman,0.15,60,60,40,52,66,27,28
M. O'Leary,0.14,30,13,10,25,48,19,18
L. Grace,0.13,53,28,33,42,63,54,55
M. Timlin,0.16,76,60,55,53,69,38,32
N. Sakai,0.11,64,54,46,47,70,45,49
T. Gran,0.24,57,46,58,53,72,11,11
A. Timofeev,0.13,29,13,13,21,33,16,16
J. Meneses,0.05,33,5,8,24,32,6,6
M. Wilks,0.22,63,60,58,57,77,11,20
M. Chajia,0.17,62,65,48,57,68,19,14
J. Ochoa,0.14,51,20,18,34,58,59,54
N. Seufert,0.23,69,63,46,50,67,27,23
S. Aziz,0.13,74,66,55,59,79,22,16
E. Zharikov,0.18,32,11,18,21,47,25,13
G. Mastinu,0.13,57,63,57,72,68,24,24
N. Landgraf,0.13,78,57,26,36,67,52,51
C. Burton,0.15,40,12,19,24,49,24,20
C. Cooper,0.18,74,55,41,57,68,45,43
M. Najjar,0.17,63,61,55,56,64,45,48
O. Kolak,0.16,62,32,20,47,54,57,52
T. Mauricio,0.14,57,54,65,66,71,17,26
Kim Moo Gun,0.16,62,57,51,57,74,16,20
H. Muñoz,0.13,60,63,27,26,69,57,57
R. Öktem,0.18,75,60,36,56,55,48,52
H. Traorè,0.23,77,55,42,54,66,21,34
G. Sava,0.07,56,18,17,22,42,23,9
V. Vujinovic,0.22,74,51,60,61,70,18,13
Y. Martelat,0.2,56,53,37,53,54,57,54
Z. Westbrooke,0.23,62,57,43,55,60,24,32
N. McGinley,0.2,60,70,37,32,56,61,57
D. Srnić,0.11,77,42,33,55,61,61,48
M. Köbbing,0.16,29,12,8,21,38,12,8
R. Cardozo,0.08,34,9,7,20,22,8,7
M. Delley,0.1,57,58,44,59,61,23,26
Yu In Soo,0.15,60,60,56,54,71,43,41
J. Earl,0.15,72,63,38,59,72,55,52
R. Cole,0.22,71,62,52,72,58,40,37
R. Bushiri,0.18,36,23,17,36,60,51,56
A. Cavagnera,0.19,61,51,26,50,62,53,49
Y. Mersin,0.11,38,19,11,20,40,13,11
J. Torres,0.21,64,53,26,42,62,64,56
N. D'Agostino,0.17,77,54,57,51,78,18,16
D. Casey,0.15,55,37,30,46,61,57,53
N. Depuy,0.14,33,45,55,68,42,39,44
M. Nazarit,0.13,55,36,25,41,65,56,50
E. Whitehouse,0.16,72,53,48,59,65,57,40
M. Quiñones,0.12,72,48,27,22,68,59,51
V. Müller,0.16,69,54,34,52,63,55,48
G. Chará,0.15,44,28,29,43,53,53,54
J. Hayes,0.16,82,60,37,52,65,42,45
O. Güçtekin,0.19,52,53,37,58,55,49,54
M. Kelly,0.13,61,55,27,55,74,55,41
H. Arellano,0.16,49,43,26,51,70,54,56
N. Bürgy,0.16,48,29,24,39,48,51,52
S. Lomónaco,0.22,56,57,57,46,61,16,20
B. Kasprzak,0.14,91,53,39,52,72,54,51
A. Peñaranda,0.14,56,52,49,54,71,11,20
A. Azbague,0.17,59,60,54,73,63,22,18
Jong Il Gwan,0.14,62,58,58,57,62,22,24
U. Fredriksen,0.19,58,36,25,39,62,52,55
L. Fitzgerald,0.08,56,56,42,56,46,54,54
S. Takahashi,0.14,70,55,35,37,73,50,48
C. Miller,0.2,64,57,53,47,76,48,45
A. Pucheta,0.12,41,41,17,39,52,49,60
L. Nash,0.16,73,44,59,63,71,10,11
M. Salmon,0.1,56,55,53,55,44,47,52
J. Adelson,0.16,71,48,34,29,76,49,49
C. Brown,0.1,56,10,11,17,34,16,15
A. Koita,0.21,78,63,53,52,73,23,18
F. Britos,0.17,59,50,40,55,65,56,61
D. Suga,0.22,51,58,58,58,68,22,32
M. Lansing,0.12,52,16,8,16,54,18,8
F. Pardo,0.16,46,30,27,47,63,57,52
R. Holden,0.22,80,58,47,48,74,37,29
A. Beestin,0.14,60,59,45,45,69,35,40
P. Millien,0.09,80,58,53,52,76,16,18
Z. Faour,0.22,58,59,56,51,62,24,20
D. Minz,0.14,44,32,22,36,53,54,55
I. Paro,0.15,42,31,18,35,68,53,54
T. Iida,0.12,66,58,34,34,76,48,44
Ahn Joong Geun,0.14,59,65,57,67,60,14,11
J. Brown,0.18,72,56,46,53,77,42,30
R. Renner,0.15,57,56,49,47,72,32,36
A. Pearce,0.19,28,19,13,18,41,11,19
E. Amenyido,0.22,69,58,54,55,77,33,20
D. Wilson,0.18,69,58,54,68,77,16,16
A. Madiani,0.15,57,62,59,61,65,20,23
V. Grodås,0.11,66,40,52,69,62,56,49
Kim Dong Gi,0.11,62,57,58,55,44,22,25
T. Vialla,0.17,70,66,50,63,66,23,38
J. Balanta,0.17,82,56,59,55,73,13,17
Park Yi-Young,0.14,71,57,30,35,67,53,56
V. Zigrossi,0.21,38,36,20,22,64,63,56
A. Samizadeh,0.22,84,57,58,65,75,17,19
M. Yandaş,0.15,54,60,44,56,60,23,38
L. Bezzat,0.18,76,61,51,60,71,22,22
L. Burke,0.2,54,55,28,34,67,53,51
A. Ba Masoud,0.18,62,56,44,47,76,51,53
V. Bogaerts,0.19,70,58,48,43,67,25,36
T. Demol,0.22,57,58,45,58,61,25,28
B. Taz,0.23,57,65,50,51,60,27,36
B. Dione,0.17,63,65,57,61,59,13,19
G. Shaw,0.14,45,52,59,55,59,24,16
R. Nzeza,0.19,38,29,21,34,58,53,59
N. Castrillón,0.16,57,45,27,29,57,52,55
T. Ivanof,0.22,70,62,48,50,63,28,36
A. Maksimenko,0.18,73,63,51,56,77,28,35
J. Skomsøy Bjerkås,0.12,59,52,23,54,53,57,58
C. González,0.14,65,58,30,28,76,51,47
J. Pirttijoki,0.14,44,20,15,34,55,51,50
A. Gogić,0.13,58,55,35,68,50,51,46
L. Matarrese,0.16,39,38,17,39,61,56,61
C. Mafoumbi,0.1,30,13,21,22,41,18,19
B. Fox,0.22,56,59,45,60,62,37,44
T. Chakwana,0.19,71,59,50,53,77,18,30
Y. Ivakin,0.21,52,62,59,64,65,25,31
P. Borisov,0.17,55,62,35,26,64,58,60
S. Pedersen,0.17,58,54,64,46,71,18,18
I. Al Shehri,0.17,64,59,43,48,68,44,46
O. Jackson,0.19,44,36,20,33,60,55,56
A. Hoven,0.2,56,50,58,50,84,12,20
D. Buranov,0.14,57,58,55,62,55,52,50
J. Crowe,0.2,41,28,24,44,48,52,53
S. Akinola,0.14,83,60,51,55,85,22,22
C. Hendry,0.22,59,56,63,54,78,20,13
E. Andersson,0.18,70,58,42,63,64,45,49
Jung Seung Yong,0.1,78,48,26,56,68,47,53
T. Conlon,0.17,88,55,44,54,65,56,45
N. Mingiedi,0.16,61,58,45,56,62,53,54
A. Borkovic,0.19,40,35,28,42,54,48,61
V. Karakuş,0.18,31,14,8,22,28,6,9
M. Pais,0.1,49,18,16,17,38,19,17
N. Al Shenashini,0.18,58,58,55,45,72,41,42
D. Barlaser,0.23,63,68,55,66,57,24,32
S. Shome,0.18,72,59,45,58,60,34,35
A. Andreasson,0.14,58,54,35,64,70,51,47
K. Al Muwallad,0.13,72,49,30,48,74,41,36
R. Etheridge,0.12,33,14,21,24,47,18,19
N. Besler,0.14,53,55,36,50,67,49,53
M. Al Haidari,0.13,24,15,16,19,32,15,16
T. Fukumitsu,0.11,56,54,33,23,62,45,34
C. Calderón,0.18,62,55,33,31,63,57,55
T. Kishimoto,0.22,65,43,56,64,68,12,17
K. Rüegg,0.19,63,56,36,38,68,55,47
E. Öztürk,0.16,67,70,52,51,62,34,41
M. Nilsson,0.11,31,11,17,16,30,16,16
J. Thorniley,0.16,45,37,26,43,53,62,56
R. Jendrusch,0.13,37,16,10,25,30,6,9
Dudu,0.16,70,67,57,0,76,14,18
M. Jackson,0.12,70,56,51,55,82,22,21
D. Cogill,0.16,40,35,30,50,58,57,56
N. Herranz,0.13,41,34,21,40,61,58,53
K. Wootton,0.15,65,43,58,54,63,23,16
D. López,0.17,51,54,62,52,52,14,18
D. Margush,0.18,21,10,6,23,25,14,5
S. Haugen,0.2,66,55,59,60,72,19,14
C. Yıldız,0.14,69,59,35,61,68,45,54
A. Yarmolitskiy,0.14,59,61,34,28,68,51,52
T. Akahoshi,0.05,25,8,9,17,22,11,7
N. Trott,0.17,38,22,8,18,33,10,7
R. Lowry,0.12,52,49,25,37,63,52,55
T. Muramatsu,0.09,57,41,32,42,64,43,63
S. Smith,0.22,59,51,62,58,56,16,17
B. Ashley-Seal,0.14,76,56,60,55,79,14,20
E. Monthe,0.12,31,25,24,46,68,52,52
B. Vliet,0.17,68,60,32,32,64,59,48
T. Clarke,0.22,62,62,49,58,72,36,36
R. Menayese,0.13,49,28,25,42,62,54,45
T. Sufyani,0.13,65,59,60,58,76,18,15
S. Mavididi,0.2,64,59,55,46,90,18,14
M. Djenepo,0.22,80,65,51,57,70,23,24
H. Smith,0.17,57,56,58,58,55,12,12
L. Plogmann,0.19,46,11,10,26,41,10,11
R. Kaib,0.16,75,57,31,42,72,49,51
S. Adrian,0.18,57,51,30,57,55,47,46
N. Awassi,0.2,50,29,23,47,62,56,49
C. Omeje,0.12,53,59,58,51,63,14,11
G. Mancuso,0.18,69,61,48,65,67,45,48
I. Dresevic,0.16,56,56,15,35,54,52,54
D. Mitov,0.11,55,15,12,29,60,25,15
M. Pałaszewski,0.15,77,53,35,54,65,42,37
J. Maddison,0.11,33,15,21,21,43,19,19
A. Edun,0.19,79,64,34,37,71,45,42
L. Nilsen,0.13,60,55,30,66,78,51,46
R. Broom,0.13,69,59,51,57,81,25,28
L. de la Torre,0.19,58,59,41,50,66,29,27
W. Tomlinson,0.19,58,47,35,54,62,42,40
W. Percevaux,0.11,31,10,12,21,34,7,7
K. Duncan,0.14,54,58,28,27,64,53,51
D. Kelly-Evans,0.2,77,59,43,57,84,38,34
J. Pourtau,0.15,33,6,6,25,17,14,8
B. Brusselers,0.19,70,56,43,54,75,29,37
F. Scarsella,0.09,66,51,62,53,69,41,46
J. Lumley,0.11,30,19,12,19,46,25,14
M. Berisha,0.2,57,53,62,60,66,11,15
M. Schillings,0.18,65,32,26,35,58,54,58
K. Okanishi,0.08,38,17,19,18,31,17,18
M. Nicolas,0.16,42,16,9,22,26,15,12
A. Diakhate,0.18,59,51,37,61,64,48,50
C. Fernandez,0.16,52,60,45,59,67,38,33
Jo Yong Jae,0.16,61,63,45,36,71,21,23
Y. Frick,0.2,61,48,59,53,58,20,18
J. Montaño,0.1,68,58,57,58,72,45,50
C. McGuigan,0.09,41,43,39,51,47,52,53
D. Sauerland,0.16,76,64,58,53,52,37,39
A. Al Amoudi,0.09,71,62,57,55,80,13,20
A. Dossena,0.17,45,35,23,51,45,57,50
D. Jończy,0.16,40,27,26,33,61,54,53
T. Owen-Evans,0.2,76,58,49,41,73,39,44
S. Ingelsson,0.19,62,56,40,57,69,19,31
M. Pejić,0.1,69,45,26,23,61,59,57
J. Soladio,0.16,53,42,57,53,62,17,16
C. Carletti,0.14,51,49,63,48,44,14,13
M. Layer,0.15,34,8,7,25,26,13,8
L. Marseiler,0.15,77,59,39,43,67,37,25
L. Maloney,0.18,64,57,42,49,65,52,48
R. Åstedt,0.1,61,37,28,22,63,57,55
Y. Kato,0.16,27,9,7,17,23,12,8
A. Kalabane,0.13,56,55,31,53,63,50,39
W. De Havilland,0.11,58,45,31,40,65,43,55
V. Kusej,0.2,67,60,59,50,69,17,15
J. Neumann,0.14,81,62,45,55,75,19,25
G. O'Brien,0.05,67,33,25,62,56,55,58
R. Mierez,0.2,61,44,61,50,63,17,17
P. Schmidt,0.19,72,48,64,47,78,11,19
E. Wearen,0.12,62,56,54,62,55,34,53
D. Olsson,0.13,39,15,16,25,47,17,13
M. Østvold,0.14,78,63,49,54,61,28,38
D. Devine,0.13,65,56,34,47,73,56,54
Y. Ben El-Mhanni,0.14,78,76,41,59,78,24,24
Y. Maleh,0.18,65,55,52,57,65,40,34
H. Isted,0.16,32,16,14,24,34,23,16
R. Watson,0.12,70,57,46,61,51,41,32
J. Hatlehol,0.13,67,57,49,47,49,55,54
E. Robson,0.14,65,59,53,65,62,31,43
M. McInally,0.14,66,52,50,52,70,51,48
L. Reis,0.18,65,58,36,58,69,47,48
J. McDonagh,0.15,74,59,54,66,75,30,22
T. van de Looi,0.18,55,55,40,59,60,46,39
A. Rawls,0.09,33,17,15,24,37,13,19
Lee Myeong Geon,0.11,48,62,47,62,52,48,47
J. Dolný,0.11,57,57,56,57,58,16,13
M. Volpe,0.2,48,43,59,52,58,23,23
D. Stynes,0.14,57,59,41,49,69,30,42
M. Daube,0.13,75,53,39,63,69,53,46
S. Gutiérrez,0.14,75,57,58,46,71,17,15
T. Müsel,0.18,67,60,58,52,66,27,19
R. McEvoy,0.1,61,54,53,66,60,51,54
K. Colvey,0.11,61,48,34,40,66,54,49
L. Lingman,0.15,81,61,45,52,72,25,34
P. O'Conor,0.09,65,53,55,57,63,58,55
M. Urynowicz,0.13,61,52,0,52,62,14,18
T. Nozawa,0.04,64,55,57,64,32,44,42
L. Lauberbach,0.14,64,58,57,60,72,25,25
M. Melluso,0.17,59,61,32,35,56,55,56
T. Hornby-Forbes,0.14,66,49,24,24,69,51,52
G. Rizzo,0.16,59,48,62,56,54,13,14
P. Dziczek,0.1,60,51,35,47,63,48,56
C. Goslin,0.2,85,58,43,59,66,39,39
J. Salih,0.13,56,56,42,43,54,49,42
K. Cantwell,0.11,50,47,16,32,58,54,46
T. Baack,0.17,59,34,21,36,55,55,53
M. Ranmark,0.1,35,11,7,19,28,13,8
J. Nicholson,0.14,76,58,54,63,77,20,33
V. Hammershøj-Mistrati,0.12,55,51,39,59,55,38,34
D. Thomas,0.14,75,57,47,55,66,49,43
E. Pavlidis,0.19,68,63,46,55,67,22,39
L. Zigi,0.16,37,11,18,23,33,21,16
P. Bochniewicz,0.16,34,37,19,34,36,52,55
D. Lyon,0.13,73,49,37,49,70,50,56
C. Rúa,0.11,61,54,42,50,66,43,42
S. Kawamata,0.06,28,13,8,23,35,12,13
P. Mailey,0.08,32,23,20,39,34,55,58
H. Smolders,0.14,40,24,21,42,54,55,57
N. Feely,0.09,28,17,13,18,30,29,18
J. Henriksen,0.09,71,58,53,66,67,51,52
N. Chesmain,0.15,63,53,26,64,72,50,52
A. Poulsen,0.13,79,51,36,46,64,54,48
T. Gjertsen,0.11,55,65,58,62,71,25,24
