Name,Age,Preferred Positions,CB,LCB,RCB,LB,RB,LWB,RWB,CDM,LDM,RDM,CM,LCM,RCM,LM,RM,CAM,LAM,RAM,LW,RW,LF,RF,LS,RS,CF,ST,Rango edad,Score_prom
H. Narzary,23,RM ST ,33.0,33.0,33.0,40.0,40.0,41.0,41.0,34.0,34.0,34.0,44.0,44.0,44.0,53.0,53.0,52.0,52.0,52.0,56.0,56.0,55.0,55.0,57.0,57.0,55.0,57.0,Máximo potencial,56.0
L. Schubert,28,RW RM ,54.0,54.0,54.0,57.0,57.0,57.0,57.0,53.0,53.0,53.0,53.0,53.0,53.0,57.0,57.0,55.0,55.0,55.0,57.0,57.0,56.0,56.0,54.0,54.0,56.0,54.0,Máximo potencial,55.5
T. Stewart,30,LW ST ,40.0,40.0,40.0,41.0,41.0,43.0,43.0,41.0,41.0,41.0,50.0,50.0,50.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,Máximo potencial,57.0
D. Telford,20,ST ,30.0,30.0,30.0,35.0,35.0,37.0,37.0,33.0,33.0,33.0,45.0,45.0,45.0,52.0,52.0,53.0,53.0,53.0,54.0,54.0,55.0,55.0,57.0,57.0,55.0,57.0,Joven promesa,55.5
V. Lux,28,RM ST ,33.0,33.0,33.0,37.0,37.0,39.0,39.0,35.0,35.0,35.0,46.0,46.0,46.0,53.0,53.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0,57.0,57.0,53.0,57.0,Máximo potencial,54.5
S. Aliev,18,CAM LW RW ST ,33.0,33.0,33.0,40.0,40.0,43.0,43.0,36.0,36.0,36.0,47.0,47.0,47.0,58.0,58.0,56.0,56.0,56.0,60.0,60.0,59.0,59.0,57.0,57.0,59.0,57.0,Joven promesa,58.5
D. Clarke,24,RB ST RM LM ,37.0,37.0,37.0,42.0,42.0,45.0,45.0,41.0,41.0,41.0,51.0,51.0,51.0,57.0,57.0,56.0,56.0,56.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,56.0,Máximo potencial,56.5
L. Kjemhus,23,LM LW ,46.0,46.0,46.0,50.0,50.0,52.0,52.0,50.0,50.0,50.0,54.0,54.0,54.0,57.0,57.0,56.0,56.0,56.0,58.0,58.0,57.0,57.0,56.0,56.0,57.0,56.0,Máximo potencial,56.88
C. Kerr,21,RWB RB ,55.0,55.0,55.0,57.0,57.0,56.0,56.0,52.0,52.0,52.0,46.0,46.0,46.0,49.0,49.0,46.0,46.0,46.0,48.0,48.0,46.0,46.0,43.0,43.0,46.0,43.0,Joven promesa,45.38
K. Ogawa,19,ST ,31.0,31.0,31.0,35.0,35.0,36.0,36.0,31.0,31.0,31.0,42.0,42.0,42.0,50.0,50.0,51.0,51.0,51.0,53.0,53.0,55.0,55.0,57.0,57.0,55.0,57.0,Joven promesa,55.25
Raul Asencio,19,ST ,36.0,36.0,36.0,37.0,37.0,40.0,40.0,40.0,40.0,40.0,51.0,51.0,51.0,54.0,54.0,56.0,56.0,56.0,55.0,55.0,56.0,56.0,57.0,57.0,56.0,57.0,Joven promesa,56.12
A. Al Megbas,21,ST ,39.0,39.0,39.0,45.0,45.0,46.0,46.0,42.0,42.0,42.0,50.0,50.0,50.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,Joven promesa,57.0
M. Mølvadgaard,17,ST ,31.0,31.0,31.0,37.0,37.0,39.0,39.0,35.0,35.0,35.0,47.0,47.0,47.0,54.0,54.0,53.0,53.0,53.0,55.0,55.0,56.0,56.0,57.0,57.0,56.0,57.0,Joven promesa,56.12
M. Baku,19,LW ST RW ,35.0,35.0,35.0,44.0,44.0,46.0,46.0,40.0,40.0,40.0,48.0,48.0,48.0,57.0,57.0,55.0,55.0,55.0,58.0,58.0,55.0,55.0,52.0,52.0,55.0,52.0,Joven promesa,54.62
Y. Mabella,21,ST ,36.0,36.0,36.0,36.0,36.0,37.0,37.0,36.0,36.0,36.0,45.0,45.0,45.0,51.0,51.0,53.0,53.0,53.0,54.0,54.0,55.0,55.0,57.0,57.0,55.0,57.0,Joven promesa,55.5
M. Meli,17,RW ,38.0,38.0,38.0,43.0,43.0,45.0,45.0,42.0,42.0,42.0,51.0,51.0,51.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,58.0,57.0,57.0,58.0,57.0,Joven promesa,57.62
B. Spencer,22,ST ,41.0,41.0,41.0,37.0,37.0,39.0,39.0,43.0,43.0,43.0,50.0,50.0,50.0,51.0,51.0,53.0,53.0,53.0,51.0,51.0,54.0,54.0,57.0,57.0,54.0,57.0,Máximo potencial,54.38
J. Barnum-Bobb,21,RWB RB ,54.0,54.0,54.0,57.0,57.0,56.0,56.0,50.0,50.0,50.0,45.0,45.0,45.0,51.0,51.0,46.0,46.0,46.0,51.0,51.0,49.0,49.0,48.0,48.0,49.0,48.0,Joven promesa,49.12
R. Kitto,22,CAM RW ,41.0,41.0,41.0,48.0,48.0,50.0,50.0,46.0,46.0,46.0,53.0,53.0,53.0,59.0,59.0,57.0,57.0,57.0,58.0,58.0,56.0,56.0,53.0,53.0,56.0,53.0,Máximo potencial,55.38
T. Hiraoka,21,LW RW CAM ,46.0,46.0,46.0,53.0,53.0,54.0,54.0,52.0,52.0,52.0,56.0,56.0,56.0,58.0,58.0,57.0,57.0,57.0,58.0,58.0,56.0,56.0,53.0,53.0,56.0,53.0,Joven promesa,55.38
S. Ambri,19,LM ST ,34.0,34.0,34.0,39.0,39.0,42.0,42.0,38.0,38.0,38.0,49.0,49.0,49.0,57.0,57.0,57.0,57.0,57.0,59.0,59.0,58.0,58.0,57.0,57.0,58.0,57.0,Joven promesa,57.88
J. Romero,16,ST ,37.0,37.0,37.0,44.0,44.0,45.0,45.0,40.0,40.0,40.0,50.0,50.0,50.0,56.0,56.0,56.0,56.0,56.0,58.0,58.0,58.0,58.0,57.0,57.0,58.0,57.0,,57.62
C. Lewis,20,LW CM CAM ,33.0,33.0,33.0,41.0,41.0,44.0,44.0,40.0,40.0,40.0,50.0,50.0,50.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,56.0,56.0,52.0,52.0,56.0,52.0,Joven promesa,55.0
S. Jones,25,RW CAM CF ST ,47.0,47.0,47.0,50.0,50.0,51.0,51.0,50.0,50.0,50.0,54.0,54.0,54.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,Máximo potencial,56.38
O. Palmer,25,ST ,42.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0,46.0,46.0,46.0,52.0,52.0,51.0,51.0,51.0,52.0,52.0,54.0,54.0,57.0,57.0,54.0,57.0,Máximo potencial,54.62
L. Zanimacchia,18,RW ,36.0,36.0,36.0,40.0,40.0,42.0,42.0,40.0,40.0,40.0,51.0,51.0,51.0,56.0,56.0,57.0,57.0,57.0,58.0,58.0,59.0,59.0,58.0,58.0,59.0,58.0,Joven promesa,58.38
M. Sevimler,18,ST ,33.0,33.0,33.0,38.0,38.0,39.0,39.0,36.0,36.0,36.0,48.0,48.0,48.0,53.0,53.0,54.0,54.0,54.0,54.0,54.0,56.0,56.0,57.0,57.0,56.0,57.0,Joven promesa,55.88
G. Karlen,22,RW ST CM ,54.0,54.0,54.0,53.0,53.0,54.0,54.0,54.0,54.0,54.0,57.0,57.0,57.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,60.0,60.0,59.0,60.0,Máximo potencial,59.38
R. Turner,21,LW CAM RM ST ,36.0,36.0,36.0,40.0,40.0,41.0,41.0,36.0,36.0,36.0,46.0,46.0,46.0,54.0,54.0,53.0,53.0,53.0,56.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,Joven promesa,56.38
N. Ennis,18,ST ,32.0,32.0,32.0,37.0,37.0,39.0,39.0,35.0,35.0,35.0,45.0,45.0,45.0,53.0,53.0,53.0,53.0,53.0,55.0,55.0,56.0,56.0,57.0,57.0,56.0,57.0,Joven promesa,56.12
C. Stark,19,ST ,34.0,34.0,34.0,38.0,38.0,40.0,40.0,38.0,38.0,38.0,49.0,49.0,49.0,55.0,55.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,Joven promesa,57.0
M. Drawz,18,RM ST ,35.0,35.0,35.0,43.0,43.0,46.0,46.0,41.0,41.0,41.0,52.0,52.0,52.0,59.0,59.0,58.0,58.0,58.0,60.0,60.0,58.0,58.0,57.0,57.0,58.0,57.0,Joven promesa,58.12
C. Furlong,19,ST CAM ,32.0,32.0,32.0,40.0,40.0,43.0,43.0,39.0,39.0,39.0,51.0,51.0,51.0,58.0,58.0,57.0,57.0,57.0,58.0,58.0,56.0,56.0,55.0,55.0,56.0,55.0,Joven promesa,56.12
F. Bay,19,LWB ,53.0,53.0,53.0,56.0,56.0,57.0,57.0,56.0,56.0,56.0,55.0,55.0,55.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,51.0,51.0,53.0,51.0,Joven promesa,52.75
D. Tarpey,28,ST ,40.0,40.0,40.0,43.0,43.0,44.0,44.0,41.0,41.0,41.0,48.0,48.0,48.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,56.0,56.0,57.0,57.0,56.0,57.0,Máximo potencial,56.12
M. Sissako,21,RW LW ST ,37.0,37.0,37.0,40.0,40.0,42.0,42.0,37.0,37.0,37.0,47.0,47.0,47.0,55.0,55.0,56.0,56.0,56.0,58.0,58.0,58.0,58.0,57.0,57.0,58.0,57.0,Joven promesa,57.62
F. Melivilo,25,RW LM ,41.0,41.0,41.0,41.0,41.0,44.0,44.0,43.0,43.0,43.0,53.0,53.0,53.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,59.0,59.0,61.0,61.0,59.0,61.0,Máximo potencial,59.5
A. Wixted,22,LW RM ,35.0,35.0,35.0,42.0,42.0,45.0,45.0,41.0,41.0,41.0,51.0,51.0,51.0,57.0,57.0,56.0,56.0,56.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,56.0,Máximo potencial,56.5
J. Cisotti,24,ST ,32.0,32.0,32.0,39.0,39.0,41.0,41.0,34.0,34.0,34.0,45.0,45.0,45.0,55.0,55.0,53.0,53.0,53.0,58.0,58.0,56.0,56.0,57.0,57.0,56.0,57.0,Máximo potencial,56.88
Y. Matsushita,23,CM LB LW LM ,46.0,46.0,46.0,51.0,51.0,52.0,52.0,49.0,49.0,49.0,51.0,51.0,51.0,57.0,57.0,53.0,53.0,53.0,56.0,56.0,54.0,54.0,54.0,54.0,54.0,54.0,Máximo potencial,54.5
M. Donohue,19,RW RM ,39.0,39.0,39.0,45.0,45.0,47.0,47.0,43.0,43.0,43.0,52.0,52.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,56.0,56.0,52.0,52.0,56.0,52.0,Joven promesa,55.0
M. Majrashi,26,CAM LM ST ,38.0,38.0,38.0,41.0,41.0,43.0,43.0,40.0,40.0,40.0,48.0,48.0,48.0,55.0,55.0,53.0,53.0,53.0,55.0,55.0,55.0,55.0,57.0,57.0,55.0,57.0,Máximo potencial,55.75
J. Padilla,18,RW ,36.0,36.0,36.0,41.0,41.0,44.0,44.0,40.0,40.0,40.0,51.0,51.0,51.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,59.0,59.0,58.0,58.0,59.0,58.0,Joven promesa,58.38
S. Otayf,26,ST ,37.0,37.0,37.0,41.0,41.0,44.0,44.0,43.0,43.0,43.0,55.0,55.0,55.0,58.0,58.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,57.0,57.0,59.0,57.0,Máximo potencial,58.25
E. Håland,16,ST ,35.0,35.0,35.0,36.0,36.0,38.0,38.0,36.0,36.0,36.0,46.0,46.0,46.0,53.0,53.0,54.0,54.0,54.0,55.0,55.0,56.0,56.0,57.0,57.0,56.0,57.0,,56.12
J. Hooper,23,LM ST ,40.0,40.0,40.0,43.0,43.0,43.0,43.0,38.0,38.0,38.0,46.0,46.0,46.0,54.0,54.0,53.0,53.0,53.0,56.0,56.0,55.0,55.0,57.0,57.0,55.0,57.0,Máximo potencial,56.0
D. Lodesani,22,RW ,32.0,32.0,32.0,40.0,40.0,43.0,43.0,39.0,39.0,39.0,51.0,51.0,51.0,57.0,57.0,56.0,56.0,56.0,58.0,58.0,57.0,57.0,55.0,55.0,57.0,55.0,Máximo potencial,56.5
B. Biabi,21,ST ,34.0,34.0,34.0,37.0,37.0,38.0,38.0,35.0,35.0,35.0,46.0,46.0,46.0,51.0,51.0,52.0,52.0,52.0,53.0,53.0,54.0,54.0,57.0,57.0,54.0,57.0,Joven promesa,54.88
E. Bostancı,21,ST LM ,37.0,37.0,37.0,42.0,42.0,45.0,45.0,40.0,40.0,40.0,49.0,49.0,49.0,57.0,57.0,56.0,56.0,56.0,59.0,59.0,58.0,58.0,59.0,59.0,58.0,59.0,Joven promesa,58.62
A. Muskwe,18,ST ,41.0,41.0,41.0,42.0,42.0,43.0,43.0,42.0,42.0,42.0,49.0,49.0,49.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,57.0,57.0,55.0,57.0,Joven promesa,55.5
M. Døhr Thychosen,20,ST RM RB ,54.0,54.0,54.0,57.0,57.0,57.0,57.0,53.0,53.0,53.0,55.0,55.0,55.0,59.0,59.0,58.0,58.0,58.0,59.0,59.0,58.0,58.0,57.0,57.0,58.0,57.0,Joven promesa,57.88
C. Coll,25,CB LWB LB ,55.0,55.0,55.0,57.0,57.0,56.0,56.0,53.0,53.0,53.0,48.0,48.0,48.0,53.0,53.0,47.0,47.0,47.0,50.0,50.0,46.0,46.0,44.0,44.0,46.0,44.0,Máximo potencial,46.25
T. Lebeau,18,CF CM CAM ,39.0,39.0,39.0,46.0,46.0,48.0,48.0,45.0,45.0,45.0,53.0,53.0,53.0,58.0,58.0,57.0,57.0,57.0,58.0,58.0,56.0,56.0,53.0,53.0,56.0,53.0,Joven promesa,55.38
M. Eisa,22,ST ,32.0,32.0,32.0,38.0,38.0,41.0,41.0,34.0,34.0,34.0,45.0,45.0,45.0,56.0,56.0,53.0,53.0,53.0,57.0,57.0,56.0,56.0,57.0,57.0,56.0,57.0,Máximo potencial,56.62
A. Jawo,32,ST ,48.0,48.0,48.0,51.0,51.0,52.0,52.0,49.0,49.0,49.0,54.0,54.0,54.0,59.0,59.0,59.0,59.0,59.0,60.0,60.0,59.0,59.0,57.0,57.0,59.0,57.0,Cercano al retiro,58.5
J. O'Flynn,33,ST ,40.0,40.0,40.0,44.0,44.0,45.0,45.0,42.0,42.0,42.0,50.0,50.0,50.0,56.0,56.0,55.0,55.0,55.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,Cercano al retiro,56.75
E. Calderini,29,RM CM ST CAM ,36.0,36.0,36.0,42.0,42.0,45.0,45.0,43.0,43.0,43.0,54.0,54.0,54.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,57.0,55.0,Máximo potencial,56.25
A. Akhyadov,23,ST ,40.0,40.0,40.0,41.0,41.0,43.0,43.0,43.0,43.0,43.0,49.0,49.0,49.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,55.0,55.0,57.0,57.0,55.0,57.0,Máximo potencial,55.5
J. O'Hanlon,21,ST ,40.0,40.0,40.0,40.0,40.0,41.0,41.0,38.0,38.0,38.0,45.0,45.0,45.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,55.0,55.0,57.0,57.0,55.0,57.0,Joven promesa,55.25
O. Zubkov,20,ST ,31.0,31.0,31.0,33.0,33.0,35.0,35.0,33.0,33.0,33.0,46.0,46.0,46.0,49.0,49.0,51.0,51.0,51.0,51.0,51.0,55.0,55.0,57.0,57.0,55.0,57.0,Joven promesa,54.75
P. Amond,29,ST ,36.0,36.0,36.0,39.0,39.0,41.0,41.0,38.0,38.0,38.0,48.0,48.0,48.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,55.0,55.0,57.0,57.0,55.0,57.0,Máximo potencial,55.5
A. Sobczyk,20,ST ,33.0,33.0,33.0,36.0,36.0,38.0,38.0,36.0,36.0,36.0,46.0,46.0,46.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,56.0,56.0,54.0,56.0,Joven promesa,54.25
M. Smolarczyk,23,ST ,35.0,35.0,35.0,40.0,40.0,41.0,41.0,38.0,38.0,38.0,49.0,49.0,49.0,53.0,53.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,Máximo potencial,55.75
J. Kenny,20,RWB CB RB ,58.0,58.0,58.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,50.0,50.0,50.0,49.0,49.0,48.0,48.0,48.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0,Joven promesa,46.25
O. Patrick,21,ST ,39.0,39.0,39.0,43.0,43.0,45.0,45.0,43.0,43.0,43.0,51.0,51.0,51.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,Joven promesa,56.0
J. Kristoffersen,20,ST ,39.0,39.0,39.0,38.0,38.0,38.0,38.0,41.0,41.0,41.0,49.0,49.0,49.0,51.0,51.0,53.0,53.0,53.0,51.0,51.0,54.0,54.0,56.0,56.0,54.0,56.0,Joven promesa,54.0
S. Kumagai,20,ST ,57.0,57.0,57.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,51.0,51.0,51.0,53.0,53.0,51.0,51.0,51.0,52.0,52.0,53.0,53.0,56.0,56.0,53.0,56.0,Joven promesa,53.88
M. Krol,19,RW LM LW ,36.0,36.0,36.0,44.0,44.0,47.0,47.0,41.0,41.0,41.0,49.0,49.0,49.0,57.0,57.0,54.0,54.0,54.0,57.0,57.0,55.0,55.0,53.0,53.0,55.0,53.0,Joven promesa,54.75
M. Ochieng,20,RW RB ,55.0,55.0,55.0,56.0,56.0,54.0,54.0,50.0,50.0,50.0,45.0,45.0,45.0,51.0,51.0,48.0,48.0,48.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,Joven promesa,50.5
U. Bapoh,18,CM ST CAM ,42.0,42.0,42.0,44.0,44.0,46.0,46.0,44.0,44.0,44.0,51.0,51.0,51.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,56.0,56.0,54.0,54.0,56.0,54.0,Joven promesa,55.5
C. Lang,18,ST ,31.0,31.0,31.0,35.0,35.0,37.0,37.0,34.0,34.0,34.0,46.0,46.0,46.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,55.0,55.0,56.0,56.0,55.0,56.0,Joven promesa,55.12
K. Mori,20,ST ,38.0,38.0,38.0,42.0,42.0,44.0,44.0,42.0,42.0,42.0,50.0,50.0,50.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,56.0,56.0,57.0,56.0,Joven promesa,56.62
M. Afaker,18,ST ,30.0,30.0,30.0,37.0,37.0,40.0,40.0,34.0,34.0,34.0,47.0,47.0,47.0,57.0,57.0,56.0,56.0,56.0,58.0,58.0,58.0,58.0,56.0,56.0,58.0,56.0,Joven promesa,57.25
S. García,22,ST ,42.0,42.0,42.0,43.0,43.0,45.0,45.0,43.0,43.0,43.0,47.0,47.0,47.0,51.0,51.0,50.0,50.0,50.0,51.0,51.0,53.0,53.0,56.0,56.0,53.0,56.0,Máximo potencial,53.62
L. Lescano,17,ST ,37.0,37.0,37.0,40.0,40.0,41.0,41.0,40.0,40.0,40.0,50.0,50.0,50.0,53.0,53.0,55.0,55.0,55.0,54.0,54.0,56.0,56.0,56.0,56.0,56.0,56.0,Joven promesa,55.5
V. Mustafa,19,ST ,33.0,33.0,33.0,35.0,35.0,36.0,36.0,33.0,33.0,33.0,42.0,42.0,42.0,49.0,49.0,49.0,49.0,49.0,51.0,51.0,53.0,53.0,56.0,56.0,53.0,56.0,Joven promesa,53.62
S. Hraiech,21,CF CAM ,38.0,38.0,38.0,41.0,41.0,43.0,43.0,44.0,44.0,44.0,53.0,53.0,53.0,54.0,54.0,56.0,56.0,56.0,54.0,54.0,55.0,55.0,51.0,51.0,55.0,51.0,Joven promesa,53.25
A. Holst,24,ST LW CAM ,38.0,38.0,38.0,45.0,45.0,48.0,48.0,45.0,45.0,45.0,53.0,53.0,53.0,57.0,57.0,56.0,56.0,56.0,57.0,57.0,56.0,56.0,54.0,54.0,56.0,54.0,Máximo potencial,55.5
F. El Bakhtaoui,24,ST ,32.0,32.0,32.0,37.0,37.0,38.0,38.0,33.0,33.0,33.0,43.0,43.0,43.0,51.0,51.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,56.0,56.0,54.0,56.0,Máximo potencial,54.75
J. McKay,20,ST ,36.0,36.0,36.0,35.0,35.0,37.0,37.0,38.0,38.0,38.0,48.0,48.0,48.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,56.0,56.0,54.0,56.0,Joven promesa,54.25
N. Mortensen,23,ST ,37.0,37.0,37.0,39.0,39.0,40.0,40.0,38.0,38.0,38.0,45.0,45.0,45.0,52.0,52.0,51.0,51.0,51.0,53.0,53.0,54.0,54.0,56.0,56.0,54.0,56.0,Máximo potencial,54.5
O. Sterling-James,23,RM ST ,35.0,35.0,35.0,44.0,44.0,46.0,46.0,39.0,39.0,39.0,50.0,50.0,50.0,58.0,58.0,57.0,57.0,57.0,59.0,59.0,58.0,58.0,56.0,56.0,58.0,56.0,Máximo potencial,57.5
P. Mazzocchi,21,RW ,35.0,35.0,35.0,40.0,40.0,43.0,43.0,40.0,40.0,40.0,50.0,50.0,50.0,56.0,56.0,55.0,55.0,55.0,57.0,57.0,57.0,57.0,55.0,55.0,57.0,55.0,Joven promesa,56.25
B. Sollander,32,CB ST ,57.0,57.0,57.0,50.0,50.0,49.0,49.0,54.0,54.0,54.0,52.0,52.0,52.0,50.0,50.0,51.0,51.0,51.0,48.0,48.0,53.0,53.0,56.0,56.0,53.0,56.0,Cercano al retiro,52.88
K. Genaro,25,ST ,35.0,35.0,35.0,33.0,33.0,34.0,34.0,35.0,35.0,35.0,46.0,46.0,46.0,47.0,47.0,50.0,50.0,50.0,49.0,49.0,52.0,52.0,56.0,56.0,52.0,56.0,Máximo potencial,52.75
L. Hurtado,22,ST RM ,32.0,32.0,32.0,39.0,39.0,41.0,41.0,36.0,36.0,36.0,48.0,48.0,48.0,56.0,56.0,54.0,54.0,54.0,56.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,Máximo potencial,56.38
R. Pyke,19,ST ,34.0,34.0,34.0,39.0,39.0,40.0,40.0,35.0,35.0,35.0,45.0,45.0,45.0,53.0,53.0,52.0,52.0,52.0,55.0,55.0,55.0,55.0,56.0,56.0,55.0,56.0,Joven promesa,55.38
A. Hlynsson,17,ST CAM ,42.0,42.0,42.0,46.0,46.0,48.0,48.0,46.0,46.0,46.0,53.0,53.0,53.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,55.0,53.0,53.0,55.0,53.0,Joven promesa,54.5
N. Amamoo,19,ST ,38.0,38.0,38.0,40.0,40.0,42.0,42.0,39.0,39.0,39.0,45.0,45.0,45.0,53.0,53.0,52.0,52.0,52.0,55.0,55.0,54.0,54.0,56.0,56.0,54.0,56.0,Joven promesa,55.0
A. Flood,32,CF ST ,37.0,37.0,37.0,34.0,34.0,36.0,36.0,37.0,37.0,37.0,46.0,46.0,46.0,49.0,49.0,51.0,51.0,51.0,50.0,50.0,53.0,53.0,56.0,56.0,53.0,56.0,Cercano al retiro,53.38
Y. Horigome,24,ST ,29.0,29.0,29.0,42.0,42.0,46.0,46.0,37.0,37.0,37.0,51.0,51.0,51.0,62.0,62.0,60.0,60.0,60.0,63.0,63.0,60.0,60.0,56.0,56.0,60.0,56.0,Máximo potencial,59.25
H. Garba,23,ST ,40.0,40.0,40.0,37.0,37.0,38.0,38.0,37.0,37.0,37.0,42.0,42.0,42.0,47.0,47.0,47.0,47.0,47.0,49.0,49.0,51.0,51.0,56.0,56.0,51.0,56.0,Máximo potencial,52.38
A. Bonilla,23,LW RW ,34.0,34.0,34.0,43.0,43.0,45.0,45.0,39.0,39.0,39.0,50.0,50.0,50.0,57.0,57.0,55.0,55.0,55.0,57.0,57.0,56.0,56.0,57.0,57.0,56.0,57.0,Máximo potencial,56.62
E. Orona,18,ST ,55.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,Joven promesa,56.0
M. Cheukoua,20,ST ,34.0,34.0,34.0,41.0,41.0,43.0,43.0,37.0,37.0,37.0,47.0,47.0,47.0,55.0,55.0,54.0,54.0,54.0,57.0,57.0,55.0,55.0,56.0,56.0,55.0,56.0,Joven promesa,55.88
M. Raguž,19,ST ,32.0,32.0,32.0,35.0,35.0,37.0,37.0,35.0,35.0,35.0,45.0,45.0,45.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,53.0,53.0,56.0,56.0,53.0,56.0,Joven promesa,53.62
J. Valencia,17,ST ,33.0,33.0,33.0,35.0,35.0,36.0,36.0,34.0,34.0,34.0,45.0,45.0,45.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,55.0,55.0,56.0,56.0,55.0,56.0,Joven promesa,55.12
A. Ceylan,19,LW LM ,32.0,32.0,32.0,40.0,40.0,43.0,43.0,38.0,38.0,38.0,48.0,48.0,48.0,56.0,56.0,54.0,54.0,54.0,56.0,56.0,53.0,53.0,49.0,49.0,53.0,49.0,Joven promesa,52.25
M. Stevens,19,ST ,33.0,33.0,33.0,35.0,35.0,37.0,37.0,35.0,35.0,35.0,45.0,45.0,45.0,52.0,52.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0,56.0,56.0,53.0,56.0,Joven promesa,54.12
B. Diakité,19,RW LW ,35.0,35.0,35.0,43.0,43.0,46.0,46.0,41.0,41.0,41.0,50.0,50.0,50.0,57.0,57.0,55.0,55.0,55.0,57.0,57.0,55.0,55.0,53.0,53.0,55.0,53.0,Joven promesa,54.75
A. Campion,27,CAM ST ,40.0,40.0,40.0,37.0,37.0,38.0,38.0,39.0,39.0,39.0,46.0,46.0,46.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,53.0,53.0,56.0,56.0,53.0,56.0,Máximo potencial,53.62
A. Al Yahya,28,ST ,31.0,31.0,31.0,37.0,37.0,39.0,39.0,34.0,34.0,34.0,45.0,45.0,45.0,54.0,54.0,53.0,53.0,53.0,56.0,56.0,55.0,55.0,56.0,56.0,55.0,56.0,Máximo potencial,55.62
F. Brener,19,CF LW RW ,36.0,36.0,36.0,41.0,41.0,43.0,43.0,39.0,39.0,39.0,48.0,48.0,48.0,56.0,56.0,55.0,55.0,55.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,Joven promesa,57.0
B. Martínez,21,RW ,39.0,39.0,39.0,39.0,39.0,41.0,41.0,41.0,41.0,41.0,51.0,51.0,51.0,55.0,55.0,57.0,57.0,57.0,57.0,57.0,59.0,59.0,61.0,61.0,59.0,61.0,Joven promesa,59.25
R. Donelon,21,LWB LB ,52.0,52.0,52.0,56.0,56.0,56.0,56.0,51.0,51.0,51.0,49.0,49.0,49.0,54.0,54.0,50.0,50.0,50.0,51.0,51.0,49.0,49.0,46.0,46.0,49.0,46.0,Joven promesa,48.38
A. Helmersen,19,ST ,34.0,34.0,34.0,36.0,36.0,38.0,38.0,36.0,36.0,36.0,45.0,45.0,45.0,51.0,51.0,51.0,51.0,51.0,52.0,52.0,54.0,54.0,56.0,56.0,54.0,56.0,Joven promesa,54.25
