Name,Age,Preferred Positions,CB,LCB,RCB,LB,RB,LWB,RWB,CDM,LDM,RDM,CM,LCM,RCM,LM,RM,CAM,LAM,RAM,LW,RW,LF,RF,LS,RS,CF,ST,Rango edad,Score_prom
C. Pain,23,LM LW ,38.0,38.0,38.0,48.0,48.0,51.0,51.0,42.0,42.0,42.0,51.0,51.0,51.0,61.0,61.0,58.0,58.0,58.0,62.0,62.0,59.0,59.0,58.0,58.0,59.0,58.0,Máximo potencial,52.27
F. Valenčič,25,LW RW CAM ,37.0,37.0,37.0,43.0,43.0,46.0,46.0,43.0,43.0,43.0,56.0,56.0,56.0,61.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,62.0,61.0,61.0,62.0,61.0,Máximo potencial,54.73
M. Mehlem,22,CDM ,60.0,60.0,60.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,55.0,55.0,55.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,50.0,50.0,47.0,47.0,50.0,47.0,Máximo potencial,55.64
I. Sacko,19,LM ST ,47.0,47.0,47.0,52.0,52.0,53.0,53.0,49.0,49.0,49.0,56.0,56.0,56.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,63.0,63.0,61.0,61.0,63.0,61.0,Joven promesa,57.27
Kiki,22,CM ,56.0,56.0,56.0,56.0,56.0,57.0,57.0,59.0,59.0,59.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,59.0,59.0,60.0,60.0,58.0,58.0,60.0,58.0,Máximo potencial,60.45
Kim Hyeon Wook,22,CM CF CAM ,41.0,41.0,41.0,50.0,50.0,53.0,53.0,50.0,50.0,50.0,58.0,58.0,58.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,53.0,53.0,60.0,53.0,Máximo potencial,57.36
N. Ngcobo,17,RW CAM LM LW ,38.0,38.0,38.0,49.0,49.0,52.0,52.0,47.0,47.0,47.0,58.0,58.0,58.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,60.0,60.0,55.0,55.0,60.0,55.0,Joven promesa,57.0
R. Connolly,25,CAM CM ,55.0,55.0,55.0,57.0,57.0,58.0,58.0,58.0,58.0,58.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,59.0,59.0,56.0,56.0,59.0,56.0,Máximo potencial,60.18
M. Konradsen,21,CM ,56.0,56.0,56.0,59.0,59.0,60.0,60.0,58.0,58.0,58.0,61.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,62.0,62.0,61.0,61.0,62.0,61.0,Joven promesa,61.09
Y. Ota,34,RM ,53.0,53.0,53.0,54.0,54.0,55.0,55.0,56.0,56.0,56.0,62.0,62.0,62.0,61.0,61.0,63.0,63.0,63.0,61.0,61.0,62.0,62.0,59.0,59.0,62.0,59.0,Cercano al retiro,60.45
J. McGlashan,29,RM ,39.0,39.0,39.0,50.0,50.0,53.0,53.0,46.0,46.0,46.0,52.0,52.0,52.0,61.0,61.0,58.0,58.0,58.0,60.0,60.0,58.0,58.0,54.0,54.0,58.0,54.0,Máximo potencial,53.64
J. Flannigan,21,RB CM ,52.0,52.0,52.0,53.0,53.0,54.0,54.0,55.0,55.0,55.0,61.0,61.0,61.0,61.0,61.0,63.0,63.0,63.0,61.0,61.0,61.0,61.0,59.0,59.0,61.0,59.0,Joven promesa,59.91
T. Soares,30,CB CDM CM ,61.0,61.0,61.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,60.0,60.0,61.0,61.0,60.0,61.0,Máximo potencial,60.55
R. Pereira de Sa,20,RW LW LM CM ,57.0,57.0,57.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,61.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,63.0,61.0,Joven promesa,61.36
M. Hebo Rasmussen,21,CM ,58.0,58.0,58.0,58.0,58.0,59.0,59.0,60.0,60.0,60.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,58.0,58.0,55.0,55.0,58.0,55.0,Joven promesa,60.27
N. Delgadillo,19,LM ,36.0,36.0,36.0,44.0,44.0,48.0,48.0,44.0,44.0,44.0,55.0,55.0,55.0,61.0,61.0,59.0,59.0,59.0,60.0,60.0,58.0,58.0,57.0,57.0,58.0,57.0,Joven promesa,54.18
G. Perrulli,32,RM LW CAM ,47.0,47.0,47.0,54.0,54.0,57.0,57.0,55.0,55.0,55.0,61.0,61.0,61.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,59.0,59.0,57.0,57.0,59.0,57.0,Cercano al retiro,59.55
J. Lopez,25,CAM ,43.0,43.0,43.0,49.0,49.0,50.0,50.0,48.0,48.0,48.0,56.0,56.0,56.0,60.0,60.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,57.0,57.0,60.0,57.0,Máximo potencial,55.91
F. Neuhold,23,CDM CB ,61.0,61.0,61.0,56.0,56.0,54.0,54.0,56.0,56.0,56.0,46.0,46.0,46.0,46.0,46.0,43.0,43.0,43.0,43.0,43.0,41.0,41.0,41.0,41.0,41.0,41.0,Máximo potencial,47.91
Rúben Oliveira,22,CM ,47.0,47.0,47.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,61.0,61.0,61.0,62.0,62.0,64.0,64.0,64.0,61.0,61.0,61.0,61.0,56.0,56.0,61.0,56.0,Máximo potencial,59.82
J. Suescún,26,RW CAM ,34.0,34.0,34.0,40.0,40.0,42.0,42.0,42.0,42.0,42.0,56.0,56.0,56.0,59.0,59.0,61.0,61.0,61.0,59.0,59.0,61.0,61.0,61.0,61.0,61.0,61.0,Máximo potencial,54.09
P. Breitkreuz,25,LM ST ,35.0,35.0,35.0,36.0,36.0,38.0,38.0,36.0,36.0,36.0,47.0,47.0,47.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,57.0,57.0,61.0,61.0,57.0,61.0,Máximo potencial,46.82
Valdo Alhinho,28,CDM CM ,64.0,64.0,64.0,62.0,62.0,62.0,62.0,64.0,64.0,64.0,61.0,61.0,61.0,60.0,60.0,59.0,59.0,59.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0,Máximo potencial,61.09
D. Yao,27,RW RM ,47.0,47.0,47.0,53.0,53.0,54.0,54.0,49.0,49.0,49.0,54.0,54.0,54.0,61.0,61.0,59.0,59.0,59.0,62.0,62.0,60.0,60.0,58.0,58.0,60.0,58.0,Máximo potencial,55.27
M. Cebula,21,RM CM CAM ,57.0,57.0,57.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,61.0,61.0,61.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,59.0,59.0,60.0,59.0,Joven promesa,60.64
L. Álvarez,22,CDM ,60.0,60.0,60.0,59.0,59.0,58.0,58.0,61.0,61.0,61.0,57.0,57.0,57.0,54.0,54.0,53.0,53.0,53.0,51.0,51.0,52.0,52.0,51.0,51.0,52.0,51.0,Máximo potencial,56.45
H. Boateng,21,CDM CM ,62.0,62.0,62.0,60.0,60.0,60.0,60.0,62.0,62.0,62.0,61.0,61.0,61.0,59.0,59.0,59.0,59.0,59.0,57.0,57.0,58.0,58.0,57.0,57.0,58.0,57.0,Joven promesa,60.36
N. Albarracín,24,CM CAM ,45.0,45.0,45.0,50.0,50.0,51.0,51.0,50.0,50.0,50.0,58.0,58.0,58.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,61.0,60.0,Máximo potencial,57.0
A. Druzin,30,CM CDM ,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,59.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,56.0,56.0,57.0,57.0,56.0,56.0,57.0,56.0,Máximo potencial,58.64
L. Moneta,23,LM ,51.0,51.0,51.0,53.0,53.0,55.0,55.0,54.0,54.0,54.0,58.0,58.0,58.0,61.0,61.0,60.0,60.0,60.0,61.0,61.0,59.0,59.0,58.0,58.0,59.0,58.0,Máximo potencial,58.0
J. Chianese,27,RM ,44.0,44.0,44.0,51.0,51.0,53.0,53.0,49.0,49.0,49.0,57.0,57.0,57.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,61.0,60.0,Máximo potencial,56.64
M. Diallo,20,LM RB ,63.0,63.0,63.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,55.0,55.0,55.0,54.0,54.0,52.0,52.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,Joven promesa,55.36
F. Ávila,23,LM ,50.0,50.0,50.0,55.0,55.0,57.0,57.0,54.0,54.0,54.0,58.0,58.0,58.0,61.0,61.0,59.0,59.0,59.0,59.0,59.0,56.0,56.0,52.0,52.0,56.0,52.0,Máximo potencial,57.73
D. Cortés,19,CM RB ,56.0,56.0,56.0,61.0,61.0,61.0,61.0,58.0,58.0,58.0,57.0,57.0,57.0,59.0,59.0,55.0,55.0,55.0,57.0,57.0,54.0,54.0,50.0,50.0,54.0,50.0,Joven promesa,57.09
K. Hansen,22,RM ,52.0,52.0,52.0,56.0,56.0,57.0,57.0,55.0,55.0,55.0,58.0,58.0,58.0,61.0,61.0,60.0,60.0,60.0,61.0,61.0,60.0,60.0,58.0,58.0,60.0,58.0,Máximo potencial,58.27
A. Kuen,22,LWB RM LM ,44.0,44.0,44.0,48.0,48.0,51.0,51.0,48.0,48.0,48.0,57.0,57.0,57.0,61.0,61.0,61.0,61.0,61.0,62.0,62.0,60.0,60.0,58.0,58.0,60.0,58.0,Máximo potencial,56.36
G. Gül,18,CDM CB ,61.0,61.0,61.0,58.0,58.0,57.0,57.0,58.0,58.0,58.0,50.0,50.0,50.0,48.0,48.0,46.0,46.0,46.0,45.0,45.0,45.0,45.0,44.0,44.0,45.0,44.0,Joven promesa,50.73
G. Tetrashvili,28,LB CDM CM ,65.0,65.0,65.0,64.0,64.0,63.0,63.0,65.0,65.0,65.0,61.0,61.0,61.0,59.0,59.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0,56.0,56.0,57.0,56.0,Máximo potencial,60.91
F. Deli,22,CM ,52.0,52.0,52.0,53.0,53.0,55.0,55.0,55.0,55.0,55.0,61.0,61.0,61.0,62.0,62.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,60.0,60.0,62.0,60.0,Máximo potencial,60.09
A. Keita,23,LB RB CM ,62.0,62.0,62.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,61.0,61.0,61.0,58.0,58.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0,56.0,56.0,57.0,56.0,Máximo potencial,59.91
B. Passi,19,CDM CB ,61.0,61.0,61.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,53.0,53.0,53.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,Joven promesa,54.55
E. Owusu,19,CDM ,62.0,62.0,62.0,59.0,59.0,59.0,59.0,61.0,61.0,61.0,57.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,55.0,54.0,54.0,55.0,54.0,Joven promesa,57.64
M. Thrane,23,CM LM ,39.0,39.0,39.0,44.0,44.0,47.0,47.0,45.0,45.0,45.0,55.0,55.0,55.0,61.0,61.0,59.0,59.0,59.0,60.0,60.0,59.0,59.0,58.0,58.0,59.0,58.0,Máximo potencial,54.45
M. Maloca,27,CDM ,62.0,62.0,62.0,59.0,59.0,59.0,59.0,61.0,61.0,61.0,60.0,60.0,60.0,58.0,58.0,59.0,59.0,59.0,56.0,56.0,58.0,58.0,58.0,58.0,58.0,58.0,Máximo potencial,59.64
D. Gardner,27,RM LM CM ,50.0,50.0,50.0,56.0,56.0,57.0,57.0,54.0,54.0,54.0,61.0,61.0,61.0,64.0,64.0,63.0,63.0,63.0,64.0,64.0,63.0,63.0,62.0,62.0,63.0,62.0,Máximo potencial,60.18
V. Pollet,20,LM CAM ,44.0,44.0,44.0,48.0,48.0,51.0,51.0,49.0,49.0,49.0,58.0,58.0,58.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,59.0,59.0,56.0,56.0,59.0,56.0,Joven promesa,56.91
S. Odelusi,24,ST RM LM ,38.0,38.0,38.0,43.0,43.0,46.0,46.0,41.0,41.0,41.0,52.0,52.0,52.0,61.0,61.0,59.0,59.0,59.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,Máximo potencial,52.55
L. Vocaj,23,CM CDM ,60.0,60.0,60.0,59.0,59.0,59.0,59.0,61.0,61.0,61.0,56.0,56.0,56.0,54.0,54.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,50.0,50.0,52.0,50.0,Máximo potencial,56.45
D. Gómez,28,RM LM ,40.0,40.0,40.0,45.0,45.0,48.0,48.0,44.0,44.0,44.0,54.0,54.0,54.0,61.0,61.0,61.0,61.0,61.0,62.0,62.0,61.0,61.0,58.0,58.0,61.0,58.0,Máximo potencial,54.45
Thio Rolim,33,LM CAM ,53.0,53.0,53.0,59.0,59.0,60.0,60.0,56.0,56.0,56.0,59.0,59.0,59.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,Cercano al retiro,59.27
V. Fedotov,25,RM ,38.0,38.0,38.0,48.0,48.0,50.0,50.0,45.0,45.0,45.0,56.0,56.0,56.0,61.0,61.0,60.0,60.0,60.0,61.0,61.0,60.0,60.0,57.0,57.0,60.0,57.0,Máximo potencial,55.0
Jwa Joon Hyeop,26,CDM CM ,59.0,59.0,59.0,57.0,57.0,58.0,58.0,61.0,61.0,61.0,61.0,61.0,61.0,56.0,56.0,57.0,57.0,57.0,54.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,Máximo potencial,59.0
A. Shavaev,24,CM CAM CDM ,57.0,57.0,57.0,59.0,59.0,60.0,60.0,61.0,61.0,61.0,64.0,64.0,64.0,64.0,64.0,65.0,65.0,65.0,64.0,64.0,65.0,65.0,64.0,64.0,65.0,64.0,Máximo potencial,63.45
Y. Chajima,25,CF CAM ,42.0,42.0,42.0,52.0,52.0,54.0,54.0,49.0,49.0,49.0,58.0,58.0,58.0,63.0,63.0,61.0,61.0,61.0,62.0,62.0,59.0,59.0,56.0,56.0,59.0,56.0,Máximo potencial,57.27
M. Heider,31,ST RM ,45.0,45.0,45.0,48.0,48.0,50.0,50.0,48.0,48.0,48.0,56.0,56.0,56.0,61.0,61.0,59.0,59.0,59.0,60.0,60.0,61.0,61.0,63.0,63.0,61.0,63.0,Cercano al retiro,55.55
D. Loft,30,CM ,57.0,57.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,60.0,61.0,61.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,62.0,61.0,Máximo potencial,61.18
A. Arellano,22,CDM ,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,57.0,57.0,57.0,56.0,56.0,55.0,55.0,55.0,54.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,Máximo potencial,57.36
J. Sinnott,23,CDM CM ,53.0,53.0,53.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,61.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,60.0,60.0,61.0,61.0,58.0,58.0,61.0,58.0,Máximo potencial,60.18
D. Barinov,20,CB CDM ,61.0,61.0,61.0,60.0,60.0,59.0,59.0,61.0,61.0,61.0,57.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,53.0,53.0,54.0,53.0,Joven promesa,57.18
N. Sangaré,23,RM RB ,57.0,57.0,57.0,61.0,61.0,60.0,60.0,53.0,53.0,53.0,47.0,47.0,47.0,52.0,52.0,47.0,47.0,47.0,51.0,51.0,48.0,48.0,48.0,48.0,48.0,48.0,Máximo potencial,49.55
J. Berrett,28,CM ,56.0,56.0,56.0,61.0,61.0,62.0,62.0,60.0,60.0,60.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,59.0,58.0,58.0,59.0,58.0,Máximo potencial,60.27
R. Leal,20,RM ,40.0,40.0,40.0,47.0,47.0,49.0,49.0,47.0,47.0,47.0,57.0,57.0,57.0,61.0,61.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,56.0,56.0,61.0,56.0,Joven promesa,56.36
E. Şehit,21,CAM ,45.0,45.0,45.0,47.0,47.0,49.0,49.0,51.0,51.0,51.0,59.0,59.0,59.0,60.0,60.0,61.0,61.0,61.0,59.0,59.0,59.0,59.0,56.0,56.0,59.0,56.0,Joven promesa,57.55
C. Mauersberger,22,RM CM CAM ,45.0,45.0,45.0,52.0,52.0,53.0,53.0,51.0,51.0,51.0,58.0,58.0,58.0,60.0,60.0,61.0,61.0,61.0,60.0,60.0,58.0,58.0,54.0,54.0,58.0,54.0,Máximo potencial,57.27
N. Bajrami,18,CAM CM ,55.0,55.0,55.0,57.0,57.0,58.0,58.0,58.0,58.0,58.0,61.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,59.0,59.0,61.0,59.0,Joven promesa,61.09
B. Knott,24,CM ,51.0,51.0,51.0,55.0,55.0,57.0,57.0,56.0,56.0,56.0,61.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,61.0,61.0,58.0,58.0,61.0,58.0,Máximo potencial,60.55
G. Docherty,20,CM ,56.0,56.0,56.0,55.0,55.0,55.0,55.0,58.0,58.0,58.0,61.0,61.0,61.0,60.0,60.0,62.0,62.0,62.0,58.0,58.0,60.0,60.0,57.0,57.0,60.0,57.0,Joven promesa,60.27
F. Wagner,19,ST CM ,56.0,56.0,56.0,57.0,57.0,57.0,57.0,59.0,59.0,59.0,61.0,61.0,61.0,59.0,59.0,61.0,61.0,61.0,59.0,59.0,61.0,61.0,60.0,60.0,61.0,60.0,Joven promesa,60.09
J. Gammelby,22,CM RB ,62.0,62.0,62.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,60.0,61.0,Máximo potencial,59.91
D. Ernst,26,RM RB ,59.0,59.0,59.0,61.0,61.0,60.0,60.0,56.0,56.0,56.0,50.0,50.0,50.0,53.0,53.0,49.0,49.0,49.0,51.0,51.0,49.0,49.0,48.0,48.0,49.0,48.0,Máximo potencial,51.91
J. Aguirre,26,CB CDM ,65.0,65.0,65.0,63.0,63.0,61.0,61.0,61.0,61.0,61.0,51.0,51.0,51.0,51.0,51.0,48.0,48.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,Máximo potencial,52.91
K. Mohammed,21,CDM CB ,61.0,61.0,61.0,57.0,57.0,55.0,55.0,57.0,57.0,57.0,50.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,Joven promesa,50.55
David de Paula,33,CM RM RB ,60.0,60.0,60.0,61.0,61.0,62.0,62.0,61.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,60.0,60.0,62.0,60.0,Cercano al retiro,62.45
I. Azzaoui,19,RM LM ,32.0,32.0,32.0,43.0,43.0,46.0,46.0,39.0,39.0,39.0,52.0,52.0,52.0,61.0,61.0,59.0,59.0,59.0,62.0,62.0,59.0,59.0,56.0,56.0,59.0,56.0,Joven promesa,52.0
Kim Jung Hwan,20,RW RM ,42.0,42.0,42.0,47.0,47.0,49.0,49.0,47.0,47.0,47.0,56.0,56.0,56.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,Joven promesa,55.55
J. Sartiaguin,23,CM LB ,59.0,59.0,59.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,58.0,58.0,55.0,55.0,58.0,55.0,Máximo potencial,60.55
Roger Figueras,20,CM CDM CB ,61.0,61.0,61.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,57.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,53.0,53.0,50.0,50.0,53.0,50.0,Joven promesa,56.91
Cristian,22,CDM CB ,61.0,61.0,61.0,54.0,54.0,52.0,52.0,57.0,57.0,57.0,48.0,48.0,48.0,42.0,42.0,41.0,41.0,41.0,39.0,39.0,40.0,40.0,43.0,43.0,40.0,43.0,Máximo potencial,47.45
H. Barry,24,ST LM RM ,40.0,40.0,40.0,46.0,46.0,48.0,48.0,41.0,41.0,41.0,51.0,51.0,51.0,61.0,61.0,60.0,60.0,60.0,62.0,62.0,61.0,61.0,59.0,59.0,61.0,59.0,Máximo potencial,52.55
J. Inamoto,37,RM CM CDM ,63.0,63.0,63.0,61.0,61.0,60.0,60.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,Cercano al retiro,60.55
Mateus,22,CM LM ,50.0,50.0,50.0,54.0,54.0,56.0,56.0,53.0,53.0,53.0,58.0,58.0,58.0,61.0,61.0,60.0,60.0,60.0,61.0,61.0,58.0,58.0,55.0,55.0,58.0,55.0,Máximo potencial,57.73
N. Andreev,19,RM ,37.0,37.0,37.0,47.0,47.0,50.0,50.0,43.0,43.0,43.0,53.0,53.0,53.0,61.0,61.0,60.0,60.0,60.0,62.0,62.0,60.0,60.0,57.0,57.0,60.0,57.0,Joven promesa,53.64
C. Udoji,30,CAM LM ST ,43.0,43.0,43.0,49.0,49.0,52.0,52.0,49.0,49.0,49.0,59.0,59.0,59.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,64.0,64.0,61.0,61.0,64.0,61.0,Máximo potencial,59.0
M. Duffy,22,LM ,52.0,52.0,52.0,55.0,55.0,56.0,56.0,53.0,53.0,53.0,57.0,57.0,57.0,61.0,61.0,60.0,60.0,60.0,62.0,62.0,61.0,61.0,60.0,60.0,61.0,60.0,Máximo potencial,57.45
M. Biankadi,22,CM CAM ST LM ,61.0,61.0,61.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,59.0,59.0,59.0,61.0,61.0,59.0,59.0,59.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0,59.0,Máximo potencial,59.91
E. Agüero,22,CM ,59.0,59.0,59.0,59.0,59.0,59.0,59.0,61.0,61.0,61.0,61.0,61.0,61.0,58.0,58.0,57.0,57.0,57.0,55.0,55.0,57.0,57.0,56.0,56.0,57.0,56.0,Máximo potencial,59.36
T. Kanai,27,LM RB LB ,57.0,57.0,57.0,61.0,61.0,62.0,62.0,57.0,57.0,57.0,53.0,53.0,53.0,57.0,57.0,52.0,52.0,52.0,56.0,56.0,52.0,52.0,53.0,53.0,52.0,53.0,Máximo potencial,54.55
M. Proietti,25,CDM CM ,57.0,57.0,57.0,56.0,56.0,57.0,57.0,61.0,61.0,61.0,61.0,61.0,61.0,54.0,54.0,56.0,56.0,56.0,51.0,51.0,52.0,52.0,47.0,47.0,52.0,47.0,Máximo potencial,58.36
D. Erdoğan,20,CM ,56.0,56.0,56.0,56.0,56.0,57.0,57.0,58.0,58.0,58.0,61.0,61.0,61.0,59.0,59.0,59.0,59.0,59.0,57.0,57.0,57.0,57.0,54.0,54.0,57.0,54.0,Joven promesa,59.27
D. Schütz,26,CF RM LM ,37.0,37.0,37.0,46.0,46.0,49.0,49.0,42.0,42.0,42.0,53.0,53.0,53.0,61.0,61.0,58.0,58.0,58.0,61.0,61.0,58.0,58.0,57.0,57.0,58.0,57.0,Máximo potencial,52.82
Yun Sang Ho,25,CM ,46.0,46.0,46.0,49.0,49.0,52.0,52.0,54.0,54.0,54.0,61.0,61.0,61.0,59.0,59.0,60.0,60.0,60.0,57.0,57.0,58.0,58.0,55.0,55.0,58.0,55.0,Máximo potencial,58.45
J. Lorch,21,LM LB ,60.0,60.0,60.0,61.0,61.0,62.0,62.0,59.0,59.0,59.0,55.0,55.0,55.0,57.0,57.0,53.0,53.0,53.0,54.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,Joven promesa,55.91
S. Furtado,22,RM RB ,56.0,56.0,56.0,61.0,61.0,62.0,62.0,58.0,58.0,58.0,57.0,57.0,57.0,59.0,59.0,57.0,57.0,57.0,58.0,58.0,55.0,55.0,51.0,51.0,55.0,51.0,Máximo potencial,57.64
E. Konsa,19,CDM CB ,61.0,61.0,61.0,61.0,61.0,59.0,59.0,60.0,60.0,60.0,55.0,55.0,55.0,54.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,Joven promesa,55.64
Ronaldo,23,CDM ,62.0,62.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,59.0,59.0,59.0,60.0,60.0,59.0,59.0,59.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0,59.0,Máximo potencial,59.73
J. Arrieta,26,RM ST ,41.0,41.0,41.0,41.0,41.0,42.0,42.0,40.0,40.0,40.0,48.0,48.0,48.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,58.0,58.0,61.0,61.0,58.0,61.0,Máximo potencial,48.82
T. Hawkridge,27,LM RM ,43.0,43.0,43.0,52.0,52.0,55.0,55.0,51.0,51.0,51.0,59.0,59.0,59.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,54.0,54.0,58.0,54.0,Máximo potencial,57.45
J. Ibáñez,20,LM ,44.0,44.0,44.0,51.0,51.0,54.0,54.0,49.0,49.0,49.0,56.0,56.0,56.0,61.0,61.0,58.0,58.0,58.0,59.0,59.0,58.0,58.0,57.0,57.0,58.0,57.0,Joven promesa,55.55
A. Zamudio,19,CAM ,50.0,50.0,50.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,60.0,60.0,60.0,62.0,62.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,57.0,57.0,60.0,57.0,Joven promesa,59.27
B. Kraev,20,LM CM CAM ,46.0,46.0,46.0,50.0,50.0,51.0,51.0,50.0,50.0,50.0,57.0,57.0,57.0,59.0,59.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,58.0,58.0,60.0,58.0,Joven promesa,56.55
André Sousa,19,CM ,53.0,53.0,53.0,55.0,55.0,56.0,56.0,58.0,58.0,58.0,61.0,61.0,61.0,60.0,60.0,61.0,61.0,61.0,58.0,58.0,59.0,59.0,56.0,56.0,59.0,56.0,Joven promesa,60.0
I. Ndiaye,23,RM ,40.0,40.0,40.0,46.0,46.0,48.0,48.0,43.0,43.0,43.0,53.0,53.0,53.0,61.0,61.0,59.0,59.0,59.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,61.0,Máximo potencial,53.36
J. Petriccione,22,CM CDM ,60.0,60.0,60.0,58.0,58.0,57.0,57.0,61.0,61.0,61.0,60.0,60.0,60.0,58.0,58.0,59.0,59.0,59.0,57.0,57.0,57.0,57.0,55.0,55.0,57.0,55.0,Máximo potencial,59.64
M. Bähre,21,RM CAM LM ,39.0,39.0,39.0,46.0,46.0,48.0,48.0,45.0,45.0,45.0,55.0,55.0,55.0,61.0,61.0,60.0,60.0,60.0,61.0,61.0,59.0,59.0,58.0,58.0,59.0,58.0,Joven promesa,54.73
L. Kryger,34,ST RM ,50.0,50.0,50.0,50.0,50.0,52.0,52.0,52.0,52.0,52.0,58.0,58.0,58.0,61.0,61.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,63.0,63.0,61.0,63.0,Cercano al retiro,57.45
