Name,Age,Preferred Positions,CB,LCB,RCB,LB,RB,LWB,RWB,CDM,LDM,RDM,CM,LCM,RCM,LM,RM,CAM,LAM,RAM,LW,RW,LF,RF,LS,RS,CF,ST,Rango edad,Score_prom
A. Santerilone,33,LB ,63.0,63.0,63.0,62.0,62.0,61.0,61.0,60.0,60.0,60.0,52.0,52.0,52.0,54.0,54.0,50.0,50.0,50.0,53.0,53.0,52.0,52.0,54.0,54.0,52.0,54.0,Cercano al retiro,62.14
H. Hansen,22,CB ,62.0,62.0,62.0,54.0,54.0,51.0,51.0,54.0,54.0,54.0,43.0,43.0,43.0,40.0,40.0,38.0,38.0,38.0,37.0,37.0,38.0,38.0,42.0,42.0,38.0,42.0,Máximo potencial,56.57
R. Arai,26,CM CB ,62.0,62.0,62.0,63.0,63.0,62.0,62.0,63.0,63.0,63.0,62.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,59.0,59.0,60.0,59.0,Máximo potencial,62.29
M. Friedl,19,LB ,61.0,61.0,61.0,62.0,62.0,61.0,61.0,55.0,55.0,55.0,51.0,51.0,51.0,55.0,55.0,51.0,51.0,51.0,55.0,55.0,53.0,53.0,50.0,50.0,53.0,50.0,Joven promesa,61.29
E. Sowah,19,RB ,60.0,60.0,60.0,62.0,62.0,62.0,62.0,58.0,58.0,58.0,54.0,54.0,54.0,58.0,58.0,54.0,54.0,54.0,56.0,56.0,53.0,53.0,50.0,50.0,53.0,50.0,Joven promesa,61.14
Diogo Sousa,23,RM RB ,58.0,58.0,58.0,62.0,62.0,61.0,61.0,54.0,54.0,54.0,48.0,48.0,48.0,53.0,53.0,49.0,49.0,49.0,53.0,53.0,50.0,50.0,47.0,47.0,50.0,47.0,Máximo potencial,60.0
P. Mráz,30,LB LM ,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,59.0,59.0,58.0,58.0,59.0,58.0,Máximo potencial,63.0
D. Kutin,23,RB ,62.0,62.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,55.0,55.0,55.0,56.0,56.0,53.0,53.0,53.0,53.0,53.0,51.0,51.0,48.0,48.0,51.0,48.0,Máximo potencial,62.0
U. Korun,30,CB ,62.0,62.0,62.0,58.0,58.0,56.0,56.0,60.0,60.0,60.0,49.0,49.0,49.0,43.0,43.0,42.0,42.0,42.0,39.0,39.0,40.0,40.0,42.0,42.0,40.0,42.0,Máximo potencial,59.14
C. Vargas,18,CB ,62.0,62.0,62.0,60.0,60.0,59.0,59.0,60.0,60.0,60.0,54.0,54.0,54.0,52.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,Joven promesa,60.57
M. Pongračić,19,CM CDM CB ,62.0,62.0,62.0,55.0,55.0,53.0,53.0,55.0,55.0,55.0,44.0,44.0,44.0,42.0,42.0,40.0,40.0,40.0,39.0,39.0,40.0,40.0,42.0,42.0,40.0,42.0,Joven promesa,57.43
I. İşçi,21,CB ,62.0,62.0,62.0,57.0,57.0,54.0,54.0,56.0,56.0,56.0,46.0,46.0,46.0,43.0,43.0,40.0,40.0,40.0,39.0,39.0,40.0,40.0,43.0,43.0,40.0,43.0,Joven promesa,58.29
J. Bunney,23,LM LB ,62.0,62.0,62.0,62.0,62.0,62.0,62.0,59.0,59.0,59.0,57.0,57.0,57.0,60.0,60.0,56.0,56.0,56.0,59.0,59.0,58.0,58.0,60.0,60.0,58.0,60.0,Máximo potencial,62.0
K. Bryan,20,CM CB CDM ,62.0,62.0,62.0,60.0,60.0,60.0,60.0,62.0,62.0,62.0,60.0,60.0,60.0,59.0,59.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,Joven promesa,60.86
B. Heneghan,23,CB ,62.0,62.0,62.0,55.0,55.0,52.0,52.0,57.0,57.0,57.0,47.0,47.0,47.0,41.0,41.0,41.0,41.0,41.0,38.0,38.0,40.0,40.0,41.0,41.0,40.0,41.0,Máximo potencial,57.14
R. Pietrzak,25,LB ,59.0,59.0,59.0,62.0,62.0,62.0,62.0,59.0,59.0,59.0,58.0,58.0,58.0,61.0,61.0,58.0,58.0,58.0,60.0,60.0,59.0,59.0,57.0,57.0,59.0,57.0,Máximo potencial,60.71
F. Al Kharaa,23,RB ,61.0,61.0,61.0,62.0,62.0,61.0,61.0,59.0,59.0,59.0,54.0,54.0,54.0,56.0,56.0,53.0,53.0,53.0,54.0,54.0,51.0,51.0,49.0,49.0,51.0,49.0,Máximo potencial,61.29
H. Komoto,31,CB ,62.0,62.0,62.0,59.0,59.0,58.0,58.0,57.0,57.0,57.0,47.0,47.0,47.0,47.0,47.0,44.0,44.0,44.0,45.0,45.0,43.0,43.0,45.0,45.0,43.0,45.0,Cercano al retiro,60.0
K. Larson,25,RB ,60.0,60.0,60.0,62.0,62.0,62.0,62.0,60.0,60.0,60.0,54.0,54.0,54.0,55.0,55.0,51.0,51.0,51.0,52.0,52.0,48.0,48.0,45.0,45.0,48.0,45.0,Máximo potencial,61.14
C. Romero,19,RB CB ,62.0,62.0,62.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,45.0,45.0,45.0,43.0,43.0,40.0,40.0,40.0,40.0,40.0,41.0,41.0,44.0,44.0,41.0,44.0,Joven promesa,59.71
M. Raynes,29,CB ,62.0,62.0,62.0,55.0,55.0,52.0,52.0,56.0,56.0,56.0,45.0,45.0,45.0,40.0,40.0,40.0,40.0,40.0,37.0,37.0,39.0,39.0,42.0,42.0,39.0,42.0,Máximo potencial,57.14
C. Chapman,22,CB ,62.0,62.0,62.0,58.0,58.0,56.0,56.0,59.0,59.0,59.0,50.0,50.0,50.0,45.0,45.0,45.0,45.0,45.0,43.0,43.0,43.0,43.0,44.0,44.0,43.0,44.0,Máximo potencial,59.14
Q. Martin,21,RB ,59.0,59.0,59.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,61.0,63.0,63.0,62.0,62.0,62.0,63.0,63.0,61.0,61.0,61.0,61.0,61.0,61.0,Joven promesa,60.71
N. DeLeon,26,RM RB LM LB ,61.0,61.0,61.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,61.86
M. Farfan,18,CDM CB LB ,61.0,61.0,61.0,62.0,62.0,62.0,62.0,60.0,60.0,60.0,54.0,54.0,54.0,54.0,54.0,52.0,52.0,52.0,53.0,53.0,50.0,50.0,47.0,47.0,50.0,47.0,Joven promesa,61.57
N. Dams,27,CB CDM ,66.0,66.0,66.0,62.0,62.0,60.0,60.0,62.0,62.0,62.0,51.0,51.0,51.0,49.0,49.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,Máximo potencial,63.14
Z. Bakayogo,30,LB ,60.0,60.0,60.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,59.0,59.0,59.0,60.0,60.0,57.0,57.0,57.0,58.0,58.0,56.0,56.0,53.0,53.0,56.0,53.0,Máximo potencial,61.14
M. Wieteska,20,CB ,62.0,62.0,62.0,57.0,57.0,54.0,54.0,54.0,54.0,54.0,42.0,42.0,42.0,41.0,41.0,39.0,39.0,39.0,39.0,39.0,38.0,38.0,41.0,41.0,38.0,41.0,Joven promesa,58.29
B. Schwarz,30,LB CDM ,65.0,65.0,65.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,54.0,54.0,54.0,56.0,56.0,53.0,53.0,53.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,Máximo potencial,63.29
Bruno Silva,24,LB ,62.0,62.0,62.0,62.0,62.0,61.0,61.0,59.0,59.0,59.0,54.0,54.0,54.0,55.0,55.0,53.0,53.0,53.0,54.0,54.0,53.0,53.0,52.0,52.0,53.0,52.0,Máximo potencial,61.71
K. Shafiei,30,CB ,62.0,62.0,62.0,55.0,55.0,51.0,51.0,52.0,52.0,52.0,39.0,39.0,39.0,37.0,37.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,40.0,40.0,36.0,40.0,Máximo potencial,56.86
J. Sandoval,31,RB ,62.0,62.0,62.0,62.0,62.0,61.0,61.0,57.0,57.0,57.0,52.0,52.0,52.0,56.0,56.0,53.0,53.0,53.0,55.0,55.0,54.0,54.0,55.0,55.0,54.0,55.0,Cercano al retiro,61.71
A. Bagaev,26,CB ,62.0,62.0,62.0,54.0,54.0,51.0,51.0,53.0,53.0,53.0,40.0,40.0,40.0,38.0,38.0,36.0,36.0,36.0,36.0,36.0,38.0,38.0,42.0,42.0,38.0,42.0,Máximo potencial,56.57
J. Mosquera,27,LB LW ,42.0,42.0,42.0,46.0,46.0,48.0,48.0,46.0,46.0,46.0,57.0,57.0,57.0,63.0,63.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Máximo potencial,44.86
E. Schreiner,28,LB LM ,62.0,62.0,62.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,60.0,60.0,60.0,62.0,62.0,60.0,60.0,60.0,61.0,61.0,59.0,59.0,58.0,58.0,59.0,58.0,Máximo potencial,63.14
B. Uaferro,25,CB ,62.0,62.0,62.0,55.0,55.0,53.0,53.0,55.0,55.0,55.0,46.0,46.0,46.0,45.0,45.0,43.0,43.0,43.0,44.0,44.0,43.0,43.0,46.0,46.0,43.0,46.0,Máximo potencial,57.43
N. Kijewski,21,LB CB ,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,59.0,59.0,59.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,50.0,50.0,55.0,50.0,Joven promesa,62.57
G. Kalulu,19,LB RB CB ,62.0,62.0,62.0,61.0,61.0,60.0,60.0,58.0,58.0,58.0,52.0,52.0,52.0,55.0,55.0,53.0,53.0,53.0,54.0,54.0,52.0,52.0,51.0,51.0,52.0,51.0,Joven promesa,61.14
G. Miller,30,RB ,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,56.0,56.0,56.0,56.0,56.0,53.0,53.0,53.0,52.0,52.0,49.0,49.0,46.0,46.0,49.0,46.0,Máximo potencial,62.0
N. Dekoké,21,CB LB ,64.0,64.0,64.0,62.0,62.0,61.0,61.0,60.0,60.0,60.0,54.0,54.0,54.0,54.0,54.0,51.0,51.0,51.0,52.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,Joven promesa,62.57
F. Romagna,20,CB ,62.0,62.0,62.0,60.0,60.0,58.0,58.0,58.0,58.0,58.0,51.0,51.0,51.0,50.0,50.0,48.0,48.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,Joven promesa,60.29
E. Chávez,30,LB ,62.0,62.0,62.0,62.0,62.0,62.0,62.0,59.0,59.0,59.0,51.0,51.0,51.0,53.0,53.0,48.0,48.0,48.0,51.0,51.0,47.0,47.0,45.0,45.0,47.0,45.0,Máximo potencial,62.0
M. Nielsen,26,CM CB CDM ,64.0,64.0,64.0,61.0,61.0,60.0,60.0,62.0,62.0,62.0,55.0,55.0,55.0,54.0,54.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,Máximo potencial,62.0
M. Al Amri,25,RM LM LB ,58.0,58.0,58.0,62.0,62.0,63.0,63.0,59.0,59.0,59.0,60.0,60.0,60.0,63.0,63.0,61.0,61.0,61.0,63.0,63.0,61.0,61.0,57.0,57.0,61.0,57.0,Máximo potencial,60.57
O. George,22,RB CDM ,62.0,62.0,62.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,59.0,59.0,59.0,60.0,60.0,58.0,58.0,58.0,58.0,58.0,56.0,56.0,53.0,53.0,56.0,53.0,Máximo potencial,62.57
Lee Min Gi,24,LB ,58.0,58.0,58.0,62.0,62.0,62.0,62.0,59.0,59.0,59.0,55.0,55.0,55.0,57.0,57.0,53.0,53.0,53.0,54.0,54.0,51.0,51.0,46.0,46.0,51.0,46.0,Máximo potencial,60.29
M. Vucinovic,28,RM RB ,57.0,57.0,57.0,62.0,62.0,63.0,63.0,58.0,58.0,58.0,61.0,61.0,61.0,65.0,65.0,63.0,63.0,63.0,66.0,66.0,64.0,64.0,63.0,63.0,64.0,63.0,Máximo potencial,60.14
M. Hohnstedt,29,LB ,60.0,60.0,60.0,62.0,62.0,63.0,63.0,59.0,59.0,59.0,54.0,54.0,54.0,57.0,57.0,53.0,53.0,53.0,55.0,55.0,53.0,53.0,54.0,54.0,53.0,54.0,Máximo potencial,61.43
M. Hughes,30,CB ,62.0,62.0,62.0,55.0,55.0,53.0,53.0,58.0,58.0,58.0,49.0,49.0,49.0,42.0,42.0,42.0,42.0,42.0,39.0,39.0,40.0,40.0,42.0,42.0,40.0,42.0,Máximo potencial,57.43
A. Arboleda,30,CB CDM ,66.0,66.0,66.0,57.0,57.0,55.0,55.0,62.0,62.0,62.0,52.0,52.0,52.0,47.0,47.0,46.0,46.0,46.0,43.0,43.0,46.0,46.0,48.0,48.0,46.0,48.0,Máximo potencial,60.29
A. Al Yami,26,RM RB ,63.0,63.0,63.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,57.0,57.0,57.0,59.0,59.0,56.0,56.0,56.0,57.0,57.0,56.0,56.0,57.0,57.0,56.0,57.0,Máximo potencial,62.43
E. Caicedo,22,CB ,62.0,62.0,62.0,56.0,56.0,53.0,53.0,56.0,56.0,56.0,46.0,46.0,46.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0,43.0,43.0,48.0,48.0,43.0,48.0,Máximo potencial,57.71
C. Bolger,25,CB ,62.0,62.0,62.0,53.0,53.0,49.0,49.0,54.0,54.0,54.0,43.0,43.0,43.0,38.0,38.0,38.0,38.0,38.0,36.0,36.0,39.0,39.0,43.0,43.0,39.0,43.0,Máximo potencial,55.71
R. Ranftl,25,RB ,58.0,58.0,58.0,62.0,62.0,62.0,62.0,58.0,58.0,58.0,56.0,56.0,56.0,59.0,59.0,56.0,56.0,56.0,58.0,58.0,56.0,56.0,55.0,55.0,56.0,55.0,Máximo potencial,60.29
G. Burón,23,LB RB ,57.0,57.0,57.0,62.0,62.0,63.0,63.0,60.0,60.0,60.0,59.0,59.0,59.0,60.0,60.0,58.0,58.0,58.0,59.0,59.0,56.0,56.0,50.0,50.0,56.0,50.0,Máximo potencial,60.14
C. Lustenberger,30,LM LB ,62.0,62.0,62.0,62.0,62.0,62.0,62.0,60.0,60.0,60.0,57.0,57.0,57.0,58.0,58.0,55.0,55.0,55.0,56.0,56.0,55.0,55.0,56.0,56.0,55.0,56.0,Máximo potencial,62.0
A. Georgen,18,RB ,58.0,58.0,58.0,62.0,62.0,62.0,62.0,56.0,56.0,56.0,54.0,54.0,54.0,60.0,60.0,56.0,56.0,56.0,60.0,60.0,57.0,57.0,56.0,56.0,57.0,56.0,Joven promesa,60.29
F. Affolter,26,CB ,62.0,62.0,62.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,58.0,58.0,58.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,51.0,51.0,53.0,51.0,Máximo potencial,62.57
D. Drescher,27,CB ,62.0,62.0,62.0,49.0,49.0,47.0,47.0,54.0,54.0,54.0,43.0,43.0,43.0,37.0,37.0,38.0,38.0,38.0,36.0,36.0,36.0,36.0,39.0,39.0,36.0,39.0,Máximo potencial,54.0
B. Halliday,21,RB ,59.0,59.0,59.0,62.0,62.0,63.0,63.0,60.0,60.0,60.0,58.0,58.0,58.0,60.0,60.0,57.0,57.0,57.0,58.0,58.0,56.0,56.0,52.0,52.0,56.0,52.0,Joven promesa,61.0
A. Odabas,23,LB CB ,62.0,62.0,62.0,58.0,58.0,56.0,56.0,57.0,57.0,57.0,47.0,47.0,47.0,44.0,44.0,43.0,43.0,43.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,Máximo potencial,59.14
R. Scheu,22,LM RB RM ,49.0,49.0,49.0,55.0,55.0,57.0,57.0,53.0,53.0,53.0,57.0,57.0,57.0,62.0,62.0,58.0,58.0,58.0,60.0,60.0,59.0,59.0,58.0,58.0,59.0,58.0,Máximo potencial,53.0
R. González,22,CB ,62.0,62.0,62.0,56.0,56.0,53.0,53.0,55.0,55.0,55.0,44.0,44.0,44.0,42.0,42.0,40.0,40.0,40.0,40.0,40.0,41.0,41.0,44.0,44.0,41.0,44.0,Máximo potencial,57.71
R. Nyambe,19,CB RWB RB ,61.0,61.0,61.0,62.0,62.0,62.0,62.0,58.0,58.0,58.0,52.0,52.0,52.0,56.0,56.0,51.0,51.0,51.0,54.0,54.0,50.0,50.0,48.0,48.0,50.0,48.0,Joven promesa,61.57
João Queirós,19,CB ,62.0,62.0,62.0,56.0,56.0,54.0,54.0,57.0,57.0,57.0,46.0,46.0,46.0,43.0,43.0,41.0,41.0,41.0,40.0,40.0,41.0,41.0,44.0,44.0,41.0,44.0,Joven promesa,58.0
G. Lloris,21,CB ,62.0,62.0,62.0,55.0,55.0,53.0,53.0,55.0,55.0,55.0,44.0,44.0,44.0,40.0,40.0,39.0,39.0,39.0,37.0,37.0,38.0,38.0,40.0,40.0,38.0,40.0,Joven promesa,57.43
E. Cobbaut,19,CB LB ,63.0,63.0,63.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,56.0,56.0,56.0,57.0,57.0,53.0,53.0,53.0,54.0,54.0,52.0,52.0,51.0,51.0,52.0,51.0,Joven promesa,62.43
J. Pretel,22,LB RB ,58.0,58.0,58.0,62.0,62.0,62.0,62.0,55.0,55.0,55.0,49.0,49.0,49.0,54.0,54.0,49.0,49.0,49.0,53.0,53.0,50.0,50.0,46.0,46.0,50.0,46.0,Máximo potencial,60.29
H. Mahmoud,23,CDM CB ,62.0,62.0,62.0,58.0,58.0,57.0,57.0,60.0,60.0,60.0,55.0,55.0,55.0,51.0,51.0,50.0,50.0,50.0,49.0,49.0,49.0,49.0,48.0,48.0,49.0,48.0,Máximo potencial,59.43
F. Centonze,21,RM LB RB ,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,63.0,64.0,Joven promesa,62.0
A. Batisse,22,CB CDM ,63.0,63.0,63.0,60.0,60.0,59.0,59.0,62.0,62.0,62.0,57.0,57.0,57.0,54.0,54.0,53.0,53.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,Máximo potencial,61.0
M. Piter-Bučko,31,CB ,62.0,62.0,62.0,55.0,55.0,52.0,52.0,54.0,54.0,54.0,40.0,40.0,40.0,36.0,36.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,38.0,38.0,34.0,38.0,Cercano al retiro,57.14
C. Dickinson,30,LWB LB ,68.0,68.0,68.0,62.0,62.0,61.0,61.0,63.0,63.0,63.0,55.0,55.0,55.0,53.0,53.0,51.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,Máximo potencial,64.29
A. Rocha,23,CDM LB ,62.0,62.0,62.0,62.0,62.0,61.0,61.0,62.0,62.0,62.0,58.0,58.0,58.0,57.0,57.0,56.0,56.0,56.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,Máximo potencial,61.71
J. Carroll,25,LB ,59.0,59.0,59.0,62.0,62.0,62.0,62.0,59.0,59.0,59.0,58.0,58.0,58.0,60.0,60.0,57.0,57.0,57.0,58.0,58.0,57.0,57.0,55.0,55.0,57.0,55.0,Máximo potencial,60.71
J. Turnbull,22,CB ,62.0,62.0,62.0,59.0,59.0,57.0,57.0,58.0,58.0,58.0,50.0,50.0,50.0,47.0,47.0,45.0,45.0,45.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,Máximo potencial,59.71
Kim Won Gun,25,CDM CB ,62.0,62.0,62.0,59.0,59.0,57.0,57.0,58.0,58.0,58.0,51.0,51.0,51.0,50.0,50.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,Máximo potencial,59.71
J. Eiswohld,27,CM CB ,62.0,62.0,62.0,59.0,59.0,59.0,59.0,63.0,63.0,63.0,58.0,58.0,58.0,55.0,55.0,56.0,56.0,56.0,54.0,54.0,52.0,52.0,49.0,49.0,52.0,49.0,Máximo potencial,60.29
S. Jombati,29,CB LB RB ,61.0,61.0,61.0,62.0,62.0,62.0,62.0,60.0,60.0,60.0,55.0,55.0,55.0,56.0,56.0,52.0,52.0,52.0,53.0,53.0,51.0,51.0,50.0,50.0,51.0,50.0,Máximo potencial,61.57
D. Wouters,20,LB CB ,62.0,62.0,62.0,56.0,56.0,54.0,54.0,60.0,60.0,60.0,51.0,51.0,51.0,44.0,44.0,44.0,44.0,44.0,40.0,40.0,40.0,40.0,39.0,39.0,40.0,39.0,Joven promesa,58.0
D. Vavro,21,CB ,62.0,62.0,62.0,56.0,56.0,54.0,54.0,58.0,58.0,58.0,51.0,51.0,51.0,48.0,48.0,47.0,47.0,47.0,45.0,45.0,46.0,46.0,48.0,48.0,46.0,48.0,Joven promesa,58.0
M. Flis,23,CB ,62.0,62.0,62.0,64.0,64.0,64.0,64.0,61.0,61.0,61.0,53.0,53.0,53.0,53.0,53.0,49.0,49.0,49.0,50.0,50.0,46.0,46.0,46.0,46.0,46.0,46.0,Máximo potencial,63.14
J. Gélin,20,CDM CB ,62.0,62.0,62.0,59.0,59.0,57.0,57.0,58.0,58.0,58.0,51.0,51.0,51.0,50.0,50.0,49.0,49.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,48.0,Joven promesa,59.71
A. Sørensen,21,CB ,62.0,62.0,62.0,59.0,59.0,58.0,58.0,60.0,60.0,60.0,55.0,55.0,55.0,52.0,52.0,52.0,52.0,52.0,50.0,50.0,50.0,50.0,49.0,49.0,50.0,49.0,Joven promesa,60.0
P. Edwards,31,CM RB ,66.0,66.0,66.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,54.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,51.0,51.0,52.0,52.0,51.0,52.0,Cercano al retiro,63.43
M. Nicu,34,CB RM LM ,56.0,56.0,56.0,60.0,60.0,60.0,60.0,58.0,58.0,58.0,61.0,61.0,61.0,62.0,62.0,61.0,61.0,61.0,62.0,62.0,61.0,61.0,60.0,60.0,61.0,60.0,Cercano al retiro,58.29
T. Yokoyama,32,CM CB CDM ,66.0,66.0,66.0,59.0,59.0,58.0,58.0,62.0,62.0,62.0,53.0,53.0,53.0,48.0,48.0,48.0,48.0,48.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,Cercano al retiro,61.71
M. O'Brien,24,CB ,62.0,62.0,62.0,57.0,57.0,56.0,56.0,58.0,58.0,58.0,50.0,50.0,50.0,48.0,48.0,47.0,47.0,47.0,46.0,46.0,47.0,47.0,49.0,49.0,47.0,49.0,Máximo potencial,58.86
J. Clisby,25,CB LB ,64.0,64.0,64.0,62.0,62.0,61.0,61.0,63.0,63.0,63.0,59.0,59.0,59.0,58.0,58.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,Máximo potencial,62.57
D. González,26,LB LM ,58.0,58.0,58.0,62.0,62.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,60.0,62.0,62.0,60.0,60.0,60.0,61.0,61.0,58.0,58.0,55.0,55.0,58.0,55.0,Máximo potencial,60.29
O. Danchenko,22,CDM RM RB ,59.0,59.0,59.0,62.0,62.0,62.0,62.0,57.0,57.0,57.0,54.0,54.0,54.0,59.0,59.0,54.0,54.0,54.0,57.0,57.0,54.0,54.0,51.0,51.0,54.0,51.0,Máximo potencial,60.71
Kike,26,CDM CB ,62.0,62.0,62.0,57.0,57.0,54.0,54.0,53.0,53.0,53.0,42.0,42.0,42.0,40.0,40.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,41.0,41.0,39.0,41.0,Máximo potencial,58.29
S. Al Zubaidi,24,RB ,62.0,62.0,62.0,62.0,62.0,63.0,63.0,61.0,61.0,61.0,55.0,55.0,55.0,58.0,58.0,54.0,54.0,54.0,56.0,56.0,53.0,53.0,54.0,54.0,53.0,54.0,Máximo potencial,62.29
T. Košút,27,CB ,62.0,62.0,62.0,55.0,55.0,52.0,52.0,55.0,55.0,55.0,41.0,41.0,41.0,37.0,37.0,37.0,37.0,37.0,35.0,35.0,37.0,37.0,41.0,41.0,37.0,41.0,Máximo potencial,57.14
C. Raglan,24,RB CB ,62.0,62.0,62.0,56.0,56.0,53.0,53.0,57.0,57.0,57.0,46.0,46.0,46.0,45.0,45.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,45.0,45.0,42.0,45.0,Máximo potencial,57.71
J. Saksela,24,RW RB ,59.0,59.0,59.0,62.0,62.0,63.0,63.0,60.0,60.0,60.0,56.0,56.0,56.0,58.0,58.0,54.0,54.0,54.0,55.0,55.0,51.0,51.0,48.0,48.0,51.0,48.0,Máximo potencial,61.0
A. Cannon,21,CM RB ,58.0,58.0,58.0,62.0,62.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,60.0,62.0,62.0,60.0,60.0,60.0,61.0,61.0,59.0,59.0,57.0,57.0,59.0,57.0,Joven promesa,60.29
F. Baumgärtel,27,LB ,58.0,58.0,58.0,62.0,62.0,63.0,63.0,59.0,59.0,59.0,56.0,56.0,56.0,59.0,59.0,55.0,55.0,55.0,58.0,58.0,55.0,55.0,55.0,55.0,55.0,55.0,Máximo potencial,60.57
J. Yorwerth,22,CB ,62.0,62.0,62.0,57.0,57.0,54.0,54.0,58.0,58.0,58.0,49.0,49.0,49.0,45.0,45.0,44.0,44.0,44.0,41.0,41.0,42.0,42.0,44.0,44.0,42.0,44.0,Máximo potencial,58.29
L. Page,21,LWB LB ,61.0,61.0,61.0,62.0,62.0,62.0,62.0,56.0,56.0,56.0,51.0,51.0,51.0,57.0,57.0,53.0,53.0,53.0,57.0,57.0,53.0,53.0,52.0,52.0,53.0,52.0,Joven promesa,61.57
G. Armeno,23,LM LB ,58.0,58.0,58.0,62.0,62.0,62.0,62.0,60.0,60.0,60.0,58.0,58.0,58.0,60.0,60.0,56.0,56.0,56.0,57.0,57.0,55.0,55.0,51.0,51.0,55.0,51.0,Máximo potencial,60.29
M. Pinto,23,LB ,58.0,58.0,58.0,62.0,62.0,62.0,62.0,57.0,57.0,57.0,52.0,52.0,52.0,57.0,57.0,52.0,52.0,52.0,55.0,55.0,52.0,52.0,49.0,49.0,52.0,49.0,Máximo potencial,60.29
J. Koch,21,LB ,63.0,63.0,63.0,62.0,62.0,62.0,62.0,59.0,59.0,59.0,51.0,51.0,51.0,54.0,54.0,50.0,50.0,50.0,52.0,52.0,49.0,49.0,48.0,48.0,49.0,48.0,Joven promesa,62.43
I. Anthony,19,CB ,62.0,62.0,62.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0,52.0,52.0,52.0,52.0,52.0,50.0,50.0,50.0,49.0,49.0,48.0,48.0,45.0,45.0,48.0,45.0,Joven promesa,60.57
M. Novak,26,LB ,62.0,62.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,58.0,58.0,58.0,59.0,59.0,57.0,57.0,57.0,58.0,58.0,56.0,56.0,54.0,54.0,56.0,54.0,Máximo potencial,62.0
J. Sokolik,23,CB ,62.0,62.0,62.0,56.0,56.0,53.0,53.0,56.0,56.0,56.0,44.0,44.0,44.0,43.0,43.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,41.0,41.0,39.0,41.0,Máximo potencial,57.71
